"Numéro CAS";"Nom SA";"Nature de l'étude";"DL50/CL50";"Valeur";"Unité";"Espèce";"Sexe"
"1417782-03-6";"méfentrifluconazole";"Toxicité aiguë cutanée";"DL50";"> 5000";"mg/kg";"rat";"MF"
"1417782-03-6";"méfentrifluconazole";"Toxicité aiguë inhalation";"CL50";"> 5,3";"mg/L";"rat";"MF"
"1417782-03-6";"méfentrifluconazole";"Toxicité aiguë VO";"DL50";"> 2000";"mg/kg";"rat";"F"
"a-terpi: 99-86-5; p-cym: 99-87-6; d-limo:5986-27-5";"Mélange de terpénoïdes QRD 460";"Toxicité aiguë cutanée";"DL50";">5050";"mg/kg";"rat";"MF"
"a-terpi: 99-86-5; p-cym: 99-87-6; d-limo:5986-27-5";"Mélange de terpénoïdes QRD 460";"Toxicité aiguë inhalation";"CL50";">5,30";"mg/L";"rat";"MF"
"a-terpi: 99-86-5; p-cym: 99-87-6; d-limo:5986-27-5";"Mélange de terpénoïdes QRD 460";"Toxicité aiguë VO";"DL50";">2000";"mg/kg";"rat";"F"
"110235-47-7";"mepanipyrim";"Toxicité aiguë cutanée";"DL50";">2000";"mg/kg";"rat";"MF"
"110235-47-7";"mepanipyrim";"Toxicité aiguë inhalation";"CL50";">0.59";"mg/L";"rat";"MF"
"110235-47-7";"mepanipyrim";"Toxicité aiguë VO";"DL50";">5000";"mg/kg";"rat";"MF"
"24307-26-4";"mepiquat-chlorure";"Toxicité aiguë cutanée";"DL50";">2000";"mg/kg";"rat";""
"24307-26-4";"mepiquat-chlorure";"Toxicité aiguë inhalation";"CL50";">4,89";"mg/L";"rat";"MF"
"24307-26-4";"mepiquat-chlorure";"Toxicité aiguë VO";"DL50";"464";"mg/kg";"rat";"MF"
"24307-26-4";"mepiquat-chlorure";"Toxicité aiguë VO";"DL50";"1780";"mg/kg";"lapin";""
"6119-92-2";"meptyldinocap";"Toxicité aiguë cutanée";"DL50";"> 5000";"mg/kg";"rat";"MF"
"6119-92-2";"meptyldinocap";"Toxicité aiguë inhalation";"CL50";"1,24";"mg/L";"rat";"M"
"6119-92-2";"meptyldinocap";"Toxicité aiguë inhalation";"CL50";"1,63";"mg/L";"rat";"F"
"6119-92-2";"meptyldinocap";"Toxicité aiguë VO";"DL50";"> 2000";"mg/kg";"rat";"F"
"208465-21-8";"mesosulfuron methyl";"Toxicité aiguë cutanée";"DL50";"> 5000";"mg/kg";"rat";"MF"
"208465-21-8";"mesosulfuron methyl";"Toxicité aiguë inhalation";"CL50";"> 1.33";"mg/L";"rat";"MF"
"208465-21-8";"mesosulfuron methyl";"Toxicité aiguë VO";"DL50";"> 5000";"mg/kg";"rat";"MF"
"104206-82-8";"mesotrione";"Toxicité aiguë cutanée";"DL50";"> 2000";"mg/kg";"rat";"MF"
"104206-82-8";"mesotrione";"Toxicité aiguë inhalation";"CL50";"> 4,75";"mg/L";"rat";"MF"
"104206-82-8";"mesotrione";"Toxicité aiguë VO";"DL50";"> 5000";"mg/kg";"rat";"MF"
"70630-17-0";"metalaxyl-M";"Toxicité aiguë cutanée";"DL50";"> 2000";"mg/kg";"rat";"MF"
"70630-17-0";"metalaxyl-M";"Toxicité aiguë inhalation";"CL50";"> 2.29";"mg/L";"rat";"MF"
"70630-17-0";"metalaxyl-M";"Toxicité aiguë VO";"DL50";"375";"mg/kg";"rat";"F"
"70630-17-0";"metalaxyl-M";"Toxicité aiguë VO";"DL50";"953";"mg/kg";"rat";"M"
"108-62-3 (tetramer)";"metaldehyde";"Toxicité aiguë cutanée";"DL50";">5000";"mg/kg";"rat";"MF"
"108-62-3 (tetramer)";"metaldehyde";"Toxicité aiguë inhalation";"CL50";"";"mg/L";"rat";"MF"
"108-62-3 (tetramer)";"metaldehyde";"Toxicité aiguë VO";"DL50";"654";"mg/kg";"rat";"F"
"108-62-3 (tetramer)";"metaldehyde";"Toxicité aiguë VO";"DL50";"443";"mg/kg";"souris";"F"
"108-62-3 (tetramer)";"metaldehyde";"Toxicité aiguë VO";"DL50";"283";"mg/kg";"rat";"MF"
"108-62-3 (tetramer)";"metaldehyde";"Toxicité aiguë VO";"DL50";"411";"mg/kg";"souris";"M"
"41394-05-2";"metamitrone";"Toxicité aiguë cutanée";"DL50";">5000";"mg/kg";"rat";"MF"
"41394-05-2";"metamitrone";"Toxicité aiguë inhalation";"CL50";">5";"mg/L";"rat";"M"
"41394-05-2";"metamitrone";"Toxicité aiguë inhalation";"CL50";"3.17";"mg/L";"rat";"F"
"41394-05-2";"metamitrone";"Toxicité aiguë VO";"DL50";"1183";"mg/kg";"rat";"M"
"67129-08-2";"metazachlore";"Toxicité aiguë cutanée";"DL50";">6800";"mg/kg";"rat";"MF"
"67129-08-2";"metazachlore";"Toxicité aiguë cutanée";"DL50";"> 2000";"mg/kg";"rat";""
"67129-08-2";"metazachlore";"Toxicité aiguë inhalation";"CL50";">34.5";"mg/L";"rat";"MF"
"67129-08-2";"metazachlore";"Toxicité aiguë VO";"DL50";"2010";"mg/kg";"souris";"MF"
"67129-08-2";"metazachlore";"Toxicité aiguë VO";"DL50";"2140";"mg/kg";"rat";"F"
"67129-08-2";"metazachlore";"Toxicité aiguë VO";"DL50";"2160";"mg/kg";"rat";"M"
"67129-08-2";"metazachlore";"Toxicité aiguë VO";"DL50";"> 2000";"mg/kg";"rat";""
"125116-23-6 (unstated stereochemistry)";"metconazole";"Toxicité aiguë cutanée";"DL50";">2000";"mg/kg";"lapin";""
"125116-23-6 (unstated stereochemistry)";"metconazole";"Toxicité aiguë inhalation";"CL50";">5.6";"mg/L";"rat";""
"125116-23-6 (unstated stereochemistry)";"metconazole";"Toxicité aiguë VO";"DL50";"595";"mg/kg";"rat";"F"
"125116-23-6 (unstated stereochemistry)";"metconazole";"Toxicité aiguë VO";"DL50";"410";"mg/kg";"souris";"F"
"161050-58-4";"methoxyfenozide";"Toxicité aiguë cutanée";"DL50";">5000";"mg/kg";"rat";"MF"
"161050-58-4";"methoxyfenozide";"Toxicité aiguë inhalation";"CL50";">4,3";"mg/L";"rat";""
"161050-58-4";"methoxyfenozide";"Toxicité aiguë VO";"DL50";">5000";"mg/kg";"rat";"MF"
"9006-42-2";"metiram-zinc";"Toxicité aiguë cutanée";"DL50";">2000";"mg/kg";"rat";""
"9006-42-2";"metiram-zinc";"Toxicité aiguë inhalation";"CL50";">5.7";"mg/L";"rat";""
"9006-42-2";"metiram-zinc";"Toxicité aiguë VO";"DL50";">5000";"mg/kg";"rat";""
"3060-89-7";"metobromuron";"Toxicité aiguë cutanée";"DL50";">3000";"mg/kg";"rat";"MF"
"3060-89-7";"metobromuron";"Toxicité aiguë inhalation";"CL50";">1,6";"mg/L";"rat";""
"3060-89-7";"metobromuron";"Toxicité aiguë VO";"DL50";"1000 - 2000";"mg/kg";"rat";"F"
"3060-89-7";"metobromuron";"Toxicité aiguë VO";"DL50";"1290 - 2150";"mg/kg";"souris";"M"
"139528-85-1";"metosulam";"Toxicité aiguë cutanée";"DL50";">2000";"mg/kg";"lapin";"MF"
"139528-85-1";"metosulam";"Toxicité aiguë inhalation";"CL50";">1.9";"mg/L";"rat";"MF"
"139528-85-1";"metosulam";"Toxicité aiguë VO";"DL50";">5000";"mg/kg";"rat";"MF"
"139528-85-1";"metosulam";"Toxicité aiguë VO";"DL50";">5000";"mg/kg";"souris";"MF"
"220899-03-6";"metrafenone";"Toxicité aiguë cutanée";"DL50";">5000";"mg/kg";"rat";""
"220899-03-6";"metrafenone";"Toxicité aiguë inhalation";"CL50";">5.0";"mg/L";"rat";""
"220899-03-6";"metrafenone";"Toxicité aiguë VO";"DL50";">5000";"mg/kg";"rat";""
"21087-64-9";"metribuzine";"Toxicité aiguë cutanée";"DL50";">5000";"mg/kg";"rat";""
"21087-64-9";"metribuzine";"Toxicité aiguë inhalation";"CL50";"2.045";"mg/L";"rat";""
"21087-64-9";"metribuzine";"Toxicité aiguë VO";"DL50";"322";"mg/kg";"rat";""
"74223-64-6";"metsulfuron methyle";"Toxicité aiguë cutanée";"DL50";"> 2000";"mg/kg";"rat";"MF"
"74223-64-6";"metsulfuron methyle";"Toxicité aiguë cutanée";"DL50";"> 2000";"mg/kg";"lapin";"MF"
"74223-64-6";"metsulfuron methyle";"Toxicité aiguë inhalation";"CL50";"> 6,22";"mg/L";"rat";"MF"
"74223-64-6";"metsulfuron methyle";"Toxicité aiguë VO";"DL50";"> 5000";"mg/kg";"rat";"MF"
"74223-64-6";"metsulfuron methyle";"Toxicité aiguë VO";"DL50";"> 5000";"mg/kg";"souris";""
"51596-10-2";"milbemectine";"Toxicité aiguë cutanée";"DL50";">5000";"mg/kg";"rat";""
"51596-10-2";"milbemectine";"Toxicité aiguë inhalation";"CL50";"<3";"mg/L";"rat";""
"51596-10-2";"milbemectine";"Toxicité aiguë VO";"DL50";"456";"mg/kg";"rat";""
"88671-89-0";"myclobutanil";"Toxicité aiguë cutanée";"DL50";"> 5000";"mg/kg";"lapin";"MF"
"88671-89-0";"myclobutanil";"Toxicité aiguë inhalation";"CL50";"> 5.1";"mg/L";"rat";"MF"
"88671-89-0";"myclobutanil";"Toxicité aiguë VO";"DL50";"1600";"mg/kg";"rat";"M"
"88671-89-0";"myclobutanil";"Toxicité aiguë VO";"DL50";"2290";"mg/kg";"rat";"F"
"15299-99-7";"napropamide";"Toxicité aiguë cutanée";"DL50";">2000";"mg/kg";"rat";""
"15299-99-7";"napropamide";"Toxicité aiguë cutanée";"DL50";">4640";"mg/kg";"lapin";"MF"
"15299-99-7";"napropamide";"Toxicité aiguë cutanée";"DL50";">2000";"mg/kg";"cobaye";""
"15299-99-7";"napropamide";"Toxicité aiguë inhalation";"CL50";"> 4,8 mg/L air";"mg/L";"rat";""
"15299-99-7";"napropamide";"Toxicité aiguë VO";"DL50";">5000";"mg/kg";"rat";"M"
"15299-99-7";"napropamide";"Toxicité aiguë VO";"DL50";">7000";"mg/kg";"rat";""
"111991-09-4";"nicosulfuron";"Toxicité aiguë cutanée";"DL50";"> 2000";"mg/kg";"rat";""
"111991-09-4";"nicosulfuron";"Toxicité aiguë inhalation";"CL50";"5.47";"mg/L";"rat";""
"111991-09-4";"nicosulfuron";"Toxicité aiguë VO";"DL50";"> 5000";"mg/kg";"rat";""
"19044-88-3";"oryzalin";"Toxicité aiguë cutanée";"DL50";"> 2000";"mg/kg";"lapin";"MF"
"19044-88-3";"oryzalin";"Toxicité aiguë inhalation";"CL50";"> 4.79";"mg/L";"rat";""
"19044-88-3";"oryzalin";"Toxicité aiguë VO";"DL50";"> 5000";"mg/kg";"souris";"MF"
"19044-88-3";"oryzalin";"Toxicité aiguë VO";"DL50";"> 5000";"mg/kg";"rat";"MF"
"23135-22-0";"oxamyl";"Toxicité aiguë cutanée";"DL50";"5027";"mg/kg";"lapin";"M"
"23135-22-0";"oxamyl";"Toxicité aiguë cutanée";"DL50";">2000";"mg/kg";"lapin";"F"
"23135-22-0";"oxamyl";"Toxicité aiguë inhalation";"CL50";"0.056";"mg/L";"rat";""
"23135-22-0";"oxamyl";"Toxicité aiguë VO";"DL50";"3.1";"mg/kg";"rat";"M"
"23135-22-0";"oxamyl";"Toxicité aiguë VO";"DL50";"2.5";"mg/kg";"rat";"F"
"1003318-67-9";"oxathiapiprolin";"Toxicité aiguë cutanée";"DL50";"> 5000";"mg/kg";"rat";"MF"
"1003318-67-9";"oxathiapiprolin";"Toxicité aiguë inhalation";"CL50";"> 5";"mg/L";"rat";"MF"
"1003318-67-9";"oxathiapiprolin";"Toxicité aiguë VO";"DL50";"> 5000";"mg/kg";"rat";"F"
"42874-03-3";"oxyfluorfene";"Toxicité aiguë cutanée";"DL50";"> 5000";"mg/kg";"rat";""
"42874-03-3";"oxyfluorfene";"Toxicité aiguë inhalation";"CL50";">3,71";"mg/L";"";""
"42874-03-3";"oxyfluorfene";"Toxicité aiguë VO";"DL50";">5000";"mg/kg";"rat";""
"76738-62-0";"paclobutrazol";"Toxicité aiguë cutanée";"DL50";">2000";"mg/kg";"rat";"MF"
"76738-62-0";"paclobutrazol";"Toxicité aiguë inhalation";"CL50";"3,13";"mg/L";"rat";"F"
"76738-62-0";"paclobutrazol";"Toxicité aiguë inhalation";"CL50";"> 2,02";"mg/L";"rat";"MF"
"76738-62-0";"paclobutrazol";"Toxicité aiguë inhalation";"CL50";"4,79";"mg/L";"rat";"M"
"76738-62-0";"paclobutrazol";"Toxicité aiguë VO";"DL50";"1336";"mg/kg";"rat";"F"
"76738-62-0";"paclobutrazol";"Toxicité aiguë VO";"DL50";"> 2000";"mg/kg";"rat";"F"
"76738-62-0";"paclobutrazol";"Toxicité aiguë VO";"DL50";"490";"mg/kg";"souris";"M"
"76738-62-0";"paclobutrazol";"Toxicité aiguë VO";"DL50";"1219";"mg/kg";"souris";"F"
"76738-62-0";"paclobutrazol";"Toxicité aiguë VO";"DL50";"1954";"mg/kg";"rat";"M"
"66246-88-6";"penconazole";"Toxicité aiguë cutanée";"DL50";">3000";"mg/kg";"rat";""
"66246-88-6";"penconazole";"Toxicité aiguë inhalation";"CL50";"> 4,05";"mg/L";"rat";""
"66246-88-6";"penconazole";"Toxicité aiguë VO";"DL50";"2444";"mg/kg";"souris";"MF"
"66246-88-6";"penconazole";"Toxicité aiguë VO";"DL50";"971";"mg/kg";"lapin";"MF"
"66246-88-6";"penconazole";"Toxicité aiguë VO";"DL50";"2125";"mg/kg";"rat";"MF"
"66246-88-6";"penconazole";"Toxicité aiguë VO";"DL50";"<2000";"mg/kg";"rat";"M"
"66063-05-6";"pencycuron";"Toxicité aiguë cutanée";"DL50";">2000";"mg/kg";"lapin";"MF"
"66063-05-6";"pencycuron";"Toxicité aiguë inhalation";"CL50";"> 5,13";"mg/L";"rat";"MF"
"66063-05-6";"pencycuron";"Toxicité aiguë VO";"DL50";">5000";"mg/kg";"rat";"MF"
"40487-42-1";"pendimethaline";"Toxicité aiguë cutanée";"DL50";"> 5000";"mg/kg";"rat";"MF"
"40487-42-1";"pendimethaline";"Toxicité aiguë inhalation";"CL50";"> 6,73";"mg/L";"rat";"MF"
"40487-42-1";"pendimethaline";"Toxicité aiguë VO";"DL50";"> 2000";"mg/kg";"rat";"MF"
"219714-96-2";"penoxsulame";"Toxicité aiguë cutanée";"DL50";"> 5000";"mg/kg";"rat";""
"219714-96-2";"penoxsulame";"Toxicité aiguë inhalation";"CL50";"> 3.50";"mg/L";"rat";""
"219714-96-2";"penoxsulame";"Toxicité aiguë VO";"DL50";"> 5000";"mg/kg";"rat";""
"183675-82-3";"penthiopyrad";"Toxicité aiguë cutanée";"DL50";">2000";"mg/kg";"rat";""
"183675-82-3";"penthiopyrad";"Toxicité aiguë inhalation";"CL50";">5,59";"mg/L";"rat";""
"183675-82-3";"penthiopyrad";"Toxicité aiguë VO";"DL50";">2000";"mg/kg";"rat";""
"106700-29-2";"pethoxamid";"Toxicité aiguë cutanée";"DL50";"> 2000";"mg/kg";"rat";"MF"
"106700-29-2";"pethoxamid";"Toxicité aiguë inhalation";"CL50";">4.16";"mg/L";"rat";"MF"
"106700-29-2";"pethoxamid";"Toxicité aiguë VO";"DL50";"983";"mg/kg";"rat";"MF"
"13684-63-4";"phenmediphame";"Toxicité aiguë cutanée";"DL50";"> 2000";"mg/kg";"rat";""
"13684-63-4";"phenmediphame";"Toxicité aiguë inhalation";"CL50";"> 7.0";"mg/L";"rat";""
"13684-63-4";"phenmediphame";"Toxicité aiguë VO";"DL50";"> 8000";"mg/kg";"rat";""
"732-11-6";"phosmet";"Toxicité aiguë cutanée";"DL50";">5000";"mg/kg";"lapin";""
"732-11-6";"phosmet";"Toxicité aiguë cutanée";"DL50";">1000";"mg/kg";"rat";"MF"
"732-11-6";"phosmet";"Toxicité aiguë inhalation";"CL50";">0.152";"mg/L";"rat";"M"
"732-11-6";"phosmet";"Toxicité aiguë VO";"DL50";"113";"mg/kg";"rat";"MF"
"10045-86-0";"phosphate ferrique";"Toxicité aiguë cutanée";"DL50";">2000";"mg/kg";"rat";""
"10045-86-0";"phosphate ferrique";"Toxicité aiguë inhalation";"CL50";">1.1";"mg/L";"rat";""
"10045-86-0";"phosphate ferrique";"Toxicité aiguë VO";"DL50";"2102";"mg/kg";"rat";"M"
"10045-86-0";"phosphate ferrique";"Toxicité aiguë VO";"DL50";"> 5000";"mg/kg";"rat";""
"10045-86-0";"phosphate ferrique";"Toxicité aiguë VO";"DL50";"1487";"mg/kg";"rat";"F"
"20859-73-8";"phosphure d'aluminium";"Toxicité aiguë cutanée";"DL50";"900";"mg/kg";"rat";"MF"
"20859-73-8";"phosphure d'aluminium";"Toxicité aiguë inhalation";"CL50";"0,02";"mg/L";"rat";"M"
"20859-73-8";"phosphure d'aluminium";"Toxicité aiguë VO";"DL50";"8.7";"mg/kg";"rat";"MF"
"20859-73-8";"phosphure d'aluminium";"Toxicité aiguë VO";"DL50";"14.8";"mg/kg";"souris";"MF"
"1305-99-3";"phosphure de calcium";"Toxicité aiguë cutanée";"DL50";"460 - 900";"mg/kg";"rat";""
"1305-99-3";"phosphure de calcium";"Toxicité aiguë inhalation";"CL50";"";"mg/L";"rat";""
"1305-99-3";"phosphure de calcium";"Toxicité aiguë VO";"DL50";"8.7";"mg/kg";"rat";""
"12057-74-8";"phosphure de magnesium";"Toxicité aiguë cutanée";"DL50";"520 - 1047";"mg/kg";"rat";""
"12057-74-8";"phosphure de magnesium";"Toxicité aiguë inhalation";"CL50";"0,03 - 0,14";"mg/L";"rat";""
"12057-74-8";"phosphure de magnesium";"Toxicité aiguë VO";"DL50";"11.2";"mg/kg";"rat";""
"7803-51-2";"phosphure d'hydrogene";"Toxicité aiguë inhalation";"CL50";"0.015";"mg/L";"rat";""
"7803-51-2";"phosphure d'hydrogene";"Toxicité aiguë inhalation";"CL50";"0.24 - 0.28";"mg/L";"rat";""
"1918-02-1 ";"piclorame";"Toxicité aiguë cutanée";"DL50";">4000";"mg/kg";"lapin";""
"1918-02-1 ";"piclorame";"Toxicité aiguë VO";"DL50";"6000";"mg/kg";"poulet";"M"
"1918-02-1 ";"piclorame";"Toxicité aiguë VO";"DL50";"8200";"mg/kg";"rat";"F"
"1918-02-1 ";"piclorame";"Toxicité aiguë VO";"DL50";"3000";"mg/kg";"cobaye";"F"
"1918-02-1 ";"piclorame";"Toxicité aiguë VO";"DL50";"2000 - 4000";"mg/kg";"souris";"F"
"1918-02-1 ";"piclorame";"Toxicité aiguë VO";"DL50";"2000";"mg/kg";"lapin";"MF"
"137641-05-5";"picolinafen";"Toxicité aiguë cutanée";"DL50";"> 4000";"mg/kg";"rat";"MF"
"137641-05-5";"picolinafen";"Toxicité aiguë inhalation";"CL50";"> 5.9";"mg/L";"rat";"MF"
"137641-05-5";"picolinafen";"Toxicité aiguë VO";"DL50";"> 5000";"mg/kg";"rat";"MF"
"243973-20-8";"pinoxaden";"Toxicité aiguë cutanée";"DL50";"> 2000";"mg/kg";"rat";"MF"
"243973-20-8";"pinoxaden";"Toxicité aiguë inhalation";"CL50";"4.63";"mg/L";"rat";"M"
"243973-20-8";"pinoxaden";"Toxicité aiguë inhalation";"CL50";"6,24";"mg/L";"rat";"F"
"243973-20-8";"pinoxaden";"Toxicité aiguë VO";"DL50";"500";"mg/kg";"rat";"MF"
"51-03-6";"piperonyl butoxide";"Toxicité aiguë cutanée";"DL50";">2000";"mg/kg";"lapin";"MF"
"51-03-6";"piperonyl butoxide";"Toxicité aiguë inhalation";"CL50";">5,9";"mg/L";"rat";"MF"
"51-03-6";"piperonyl butoxide";"Toxicité aiguë VO";"DL50";"4570";"mg/kg";"rat";"M"
"51-03-6";"piperonyl butoxide";"Toxicité aiguë VO";"DL50";"7220";"mg/kg";"rat";"F"
"13977-65-6  13492-26-7";"potassium phosphonates";"Toxicité aiguë cutanée";"DL50";"> 4000";"mg/kg";"rat";"MF"
"13977-65-6  13492-26-7";"potassium phosphonates";"Toxicité aiguë inhalation";"CL50";"> 5.05";"mg/L";"rat";"MF"
"13977-65-6  13492-26-7";"potassium phosphonates";"Toxicité aiguë VO";"DL50";"> 5000";"mg/kg";"rat";"MF"
"67747-09-5";"prochloraz";"Toxicité aiguë cutanée";"DL50";"> 5000";"mg/kg";"rat";""
"67747-09-5";"prochloraz";"Toxicité aiguë cutanée";"DL50";"2100";"mg/kg";"rat";"MF"
"67747-09-5";"prochloraz";"Toxicité aiguë inhalation";"CL50";">2.16";"mg/L";"rat";"MF"
"67747-09-5";"prochloraz";"Toxicité aiguë VO";"DL50";"> 2000";"mg/kg";"rat";""
"67747-09-5";"prochloraz";"Toxicité aiguë VO";"DL50";"1600-3200";"mg/kg";"rat";""
"67747-09-5";"prochloraz";"Toxicité aiguë VO";"DL50";"800-1600";"mg/kg";"souris";""
"67747-09-5";"prochloraz";"Toxicité aiguë VO";"DL50";"1023";"mg/kg";"rat";""
"127277-53-6";"prohexadione-calcium";"Toxicité aiguë cutanée";"DL50";"> 2000";"mg/kg";"rat";"MF"
"127277-53-6";"prohexadione-calcium";"Toxicité aiguë inhalation";"CL50";"> 4.21";"mg/L";"rat";"MF"
"127277-53-6";"prohexadione-calcium";"Toxicité aiguë VO";"DL50";"> 5000";"mg/kg";"rat";"MF"
"24579-73-5";"propamocarbe";"Toxicité aiguë cutanée";"DL50";">2000";"mg/kg";"rat";"MF"
"24579-73-5";"propamocarbe";"Toxicité aiguë inhalation";"CL50";">5.01";"mg/L";"rat";"MF"
"24579-73-5";"propamocarbe";"Toxicité aiguë VO";"DL50";">2000";"mg/kg";"rat";"MF"
"111479-05-1";"propaquizafop";"Toxicité aiguë cutanée";"DL50";">2000";"mg/kg";"rat";"MF"
"111479-05-1";"propaquizafop";"Toxicité aiguë inhalation";"CL50";">2.5";"mg/L";"rat";""
"111479-05-1";"propaquizafop";"Toxicité aiguë VO";"DL50";"5000";"mg/kg";"rat";"MF"
"181274-15-7";"propoxycarbazone";"Toxicité aiguë cutanée";"DL50";"> 5000";"mg/kg";"rat";"MF"
"181274-15-7";"propoxycarbazone";"Toxicité aiguë inhalation";"CL50";"> 5,03";"mg/L";"rat";"MF"
"181274-15-7";"propoxycarbazone";"Toxicité aiguë VO";"DL50";"> 5000";"mg/kg";"rat";"MF"
"23950-58-5";"propyzamide";"Toxicité aiguë cutanée";"DL50";"> 2000";"mg/kg";"rat";"MF"
"23950-58-5";"propyzamide";"Toxicité aiguë inhalation";"CL50";"> 2.1";"mg/L";"rat";"MF"
"23950-58-5";"propyzamide";"Toxicité aiguë VO";"DL50";"> 5000";"mg/kg";"rat";"MF"
"189278-12-4 ";"proquinazid";"Toxicité aiguë cutanée";"DL50";"> 5000";"mg/kg";"rat";"MF"
"189278-12-4 ";"proquinazid";"Toxicité aiguë inhalation";"CL50";">5.2";"mg/L";"rat";""
"189278-12-4 ";"proquinazid";"Toxicité aiguë VO";"DL50";">5000";"mg/kg";"rat";"MF"
"52888-80-9";"prosulfocarbe";"Toxicité aiguë cutanée";"DL50";"> 2000";"mg/kg";"rat";"MF"
"52888-80-9";"prosulfocarbe";"Toxicité aiguë inhalation";"CL50";"> 4.72";"mg/L";"rat";""
"52888-80-9";"prosulfocarbe";"Toxicité aiguë VO";"DL50";"1820";"mg/kg";"rat";"M"
"52888-80-9";"prosulfocarbe";"Toxicité aiguë VO";"DL50";"1958";"mg/kg";"rat";"F"
"94125-34-5";"prosulfuron";"Toxicité aiguë cutanée";"DL50";">2000";"mg/kg";"lapin";"MF"
"94125-34-5";"prosulfuron";"Toxicité aiguë inhalation";"CL50";">5.4";"mg/L";"rat";"MF"
"94125-34-5";"prosulfuron";"Toxicité aiguë VO";"DL50";"546";"mg/kg";"rat";"F"
"94125-34-5";"prosulfuron";"Toxicité aiguë VO";"DL50";"949";"mg/kg";"rat";"M"
"178928-70-6";"prothioconazole";"Toxicité aiguë cutanée";"DL50";">2000";"mg/kg";"rat";""
"178928-70-6";"prothioconazole";"Toxicité aiguë inhalation";"CL50";">4.5";"mg/L";"rat";""
"178928-70-6";"prothioconazole";"Toxicité aiguë VO";"DL50";">6200";"mg/kg";"rat";""
"175013-18-0";"pyraclostrobine";"Toxicité aiguë cutanée";"DL50";">2000";"mg/kg";"rat";""
"175013-18-0";"pyraclostrobine";"Toxicité aiguë inhalation";"CL50";"0.69";"mg/L";"rat";""
"175013-18-0";"pyraclostrobine";"Toxicité aiguë VO";"DL50";">5000";"mg/kg";"rat";""
"129630-19-9";"pyraflufen ethyl";"Toxicité aiguë cutanée";"DL50";">2000";"mg/kg";"rat";"MF"
"129630-19-9";"pyraflufen ethyl";"Toxicité aiguë inhalation";"CL50";"> 5.03";"mg/L";"rat";"MF"
"129630-19-9";"pyraflufen ethyl";"Toxicité aiguë VO";"DL50";"> 5000";"mg/kg";"souris";"MF"
"129630-19-9";"pyraflufen ethyl";"Toxicité aiguë VO";"DL50";"> 5000";"mg/kg";"rat";"MF"
"8003-34-7";"pyrethrines";"Toxicité aiguë cutanée";"DL50";"> 2000";"mg/kg";"rat";""
"8003-34-7";"pyrethrines";"Toxicité aiguë inhalation";"CL50";"3,9";"mg/L";"rat";"M"
"8003-34-7";"pyrethrines";"Toxicité aiguë inhalation";"CL50";"2,5";"mg/L";"rat";"F"
"8003-34-7";"pyrethrines";"Toxicité aiguë VO";"DL50";"1030";"mg/kg";"rat";"F"
"8003-34-7";"pyrethrines";"Toxicité aiguë VO";"DL50";"700";"mg/kg";"rat";"F"
"96489-71-3";"pyridabene";"Toxicité aiguë cutanée";"DL50";">2000";"mg/kg";"rat";"MF"
"96489-71-3";"pyridabene";"Toxicité aiguë cutanée";"DL50";">2000";"mg/kg";"lapin";"MF"
"96489-71-3";"pyridabene";"Toxicité aiguë inhalation";"CL50";"0.62 - 0.66";"mg/L";"rat";"MF"
"96489-71-3";"pyridabene";"Toxicité aiguë VO";"DL50";"194";"mg/kg";"souris";"M"
"96489-71-3";"pyridabene";"Toxicité aiguë VO";"DL50";"358";"mg/kg";"rat";"F"
"96489-71-3";"pyridabene";"Toxicité aiguë VO";"DL50";"435";"mg/kg";"rat";"M"
"96489-71-3";"pyridabene";"Toxicité aiguë VO";"DL50";"168";"mg/kg";"souris";"F"
"55512-33-9";"pyridate";"Toxicité aiguë cutanée";"DL50";">2000";"mg/kg";"lapin";"MF"
"55512-33-9";"pyridate";"Toxicité aiguë inhalation";"CL50";">4.37";"mg/L";"rat";"MF"
"55512-33-9";"pyridate";"Toxicité aiguë VO";"DL50";"> 10000";"mg/kg";"souris";"MF"
"55512-33-9";"pyridate";"Toxicité aiguë VO";"DL50";">2000";"mg/kg";"rat";"MF"
"53112-28-0";"pyrimethanil";"Toxicité aiguë cutanée";"DL50";">5000";"mg/kg";"rat";"MF"
"53112-28-0";"pyrimethanil";"Toxicité aiguë inhalation";"CL50";">1.98";"mg/L";"rat";""
"53112-28-0";"pyrimethanil";"Toxicité aiguë VO";"DL50";"5971";"mg/kg";"rat";"F"
"53112-28-0";"pyrimethanil";"Toxicité aiguë VO";"DL50";"4149";"mg/kg";"rat";"M"
"23103-98-2";"pyrimicarbe";"Toxicité aiguë cutanée";"DL50";">2000";"mg/kg";"rat";""
"23103-98-2";"pyrimicarbe";"Toxicité aiguë inhalation";"CL50";"0.95 / 0.86";"mg/L";"rat";"MF"
"23103-98-2";"pyrimicarbe";"Toxicité aiguë VO";"DL50";"152 / 142";"mg/kg";"rat";"MF"
"29232-93-7";"pyrimiphos-methyl";"Toxicité aiguë cutanée";"DL50";"> 2000";"mg/kg";"rat";"MF"
"29232-93-7";"pyrimiphos-methyl";"Toxicité aiguë inhalation";"CL50";"> 4.7";"mg/L";"rat";"MF"
"29232-93-7";"pyrimiphos-methyl";"Toxicité aiguë VO";"DL50";"1414";"mg/kg";"rat";"MF"
