"Numéro CAS";"Nom SA";"Source";"Date";"Nom";"valeur";"Unite";"Etude(s) pivot(s) 1";"NOAEL de l'étude pivot 1";"Unité NOAEL étude pivot 1";"Etude(s) pivot(s) 2";"Facteur de sécurité";"F.correction (abs. orale lim.)"
"870721-81-6";"heptamaloxyloglucan";"UE";01/06/10;"ARFD";"non pertinent";"";"";"";"";"";;"non nécessaire"
"78587-05-0";"hexythiazox";"UE";01/06/11;"AOEL";"0,009";"mg/kg/j";"1 an, voie orale, chien";"2,87";"mg/kg p.c./j";"";100;"30%"
"78587-05-0";"hexythiazox";"UE";01/06/11;"ARFD";"non pertinent";"";"";"";"";"";;"non nécessaire"
"78587-05-0";"hexythiazox";"UE";01/06/11;"DJA";"0,03";"mg/kg/j";"2 ans, voie orale, rat";"3,2";"mg/kg p.c./j";"";100;"non nécessaire"
"8002-13-9";"huile de colza";"UE";01/09/09;"DJA";"non pertinent";"";"";"";"";"";;"non nécessaire"
"8002-13-9";"huile de colza";"UE";01/09/09;"AOEL";"non pertinent";"";"";"";"";"";;"non nécessaire"
"8002-13-9";"huile de colza";"UE";01/09/09;"ARFD";"non pertinent";"";"";"";"";"";;"non nécessaire"
"8000-34-8";"huile de girofle";"UE";01/12/07;"ARFD";"2,5";"mg/kg pc";"Tératogenèse, voie orale, rat";"250";"mg/kg/p.c./j";"Tératogenèse, voie orale, lapin";100;"non nécessaire"
"8000-34-8";"huile de girofle";"UE";01/12/07;"DJA";"1";"mg/kg/j";"Tératogenèse, voie orale, rat";"100";"mg/kg p.c./j";"Tératogenèse, voie orale, lapin";100;"non nécessaire"
"8000-34-8";"huile de girofle";"UE";01/12/07;"AOEL";"1";"mg/kg/j";"Tératogenèse, voie orale, rat";"100";"mg/kg p.c./j";"Tératogenèse, voie orale, lapin";100;"non nécessaire"
"8008-79-5";"huile de menthe verte";"UE";18/12/08;"AOEL";"0,252";"mg/kg/j";"";"";"";"(exprimée en L-carvone) sur la base de la consommation alimentaire journalière humaine (US EPA)";;"non nécessaire"
"8008-79-5";"huile de menthe verte";"UE";18/12/08;"ARFD";"non pertinent";"";"";"";"";"";;"non nécessaire"
"8008-79-5";"huile de menthe verte";"UE";18/12/08;"DJA";"0,252";"mg/kg/j";"Autre(s) étude(s)";"";"";"";;"non nécessaire"
"64742-46-7";"huile de paraffine (CAS 64742-46-7)";"UE";01/01/10;"DJA";"non pertinent";"";"";"";"";"";;"non nécessaire"
"64742-46-7";"huile de paraffine (CAS 64742-46-7)";"UE";01/01/10;"AOEL";"non pertinent";"";"";"";"";"";;"non nécessaire"
"64742-46-7";"huile de paraffine (CAS 64742-46-7)";"UE";01/01/10;"ARFD";"non pertinent";"";"";"";"";"";;"non nécessaire"
"72623-86-0";"huile de paraffine (CAS 72623-86-0)";"UE";01/01/10;"DJA";"non pertinent";"";"";"";"";"";;"non nécessaire"
"72623-86-0";"huile de paraffine (CAS 72623-86-0)";"UE";01/01/10;"AOEL";"non pertinent";"";"";"";"";"";;"non nécessaire"
"72623-86-0";"huile de paraffine (CAS 72623-86-0)";"UE";01/01/10;"ARFD";"non pertinent";"";"";"";"";"";;"non nécessaire"
"97862-82-3";"huile de paraffine (CAS 97862-82-3";"UE";01/01/10;"DJA";"non pertinent";"";"";"";"";"";;"non nécessaire"
"97862-82-3";"huile de paraffine (CAS 97862-82-3";"UE";01/01/10;"ARFD";"non pertinent";"";"";"";"";"";;"non nécessaire"
"97862-82-3";"huile de paraffine (CAS 97862-82-3";"UE";01/01/10;"AOEL";"non pertinent";"";"";"";"";"";;"non nécessaire"
"8028-48-6 (orange oil)";"huile essentielle d'orange";"CES_PHYTO";15/07/09;"AOEL";"1";"mg/kg/j";"Autre(s) étude(s)";"100";"mg/kg p.c./j";"étude de 6 mois chien (d-limonene)";100;"non nécessaire"
"8028-48-6 (orange oil)";"huile essentielle d'orange";"CES_PHYTO";15/07/09;"ARFD";"non pertinent";"";"";"";"";"";;"non nécessaire"
"8028-48-6 (orange oil)";"huile essentielle d'orange";"CES_PHYTO";15/07/09;"DJA";"non pertinent";"";"";"";"";"";;"non nécessaire"
"123-33-1";"hydrazide maleique";"UE";01/11/17;"ARFD";"non pertinent";"";"";"";"";"";;"non nécessaire"
"123-33-1";"hydrazide maleique";"UE";01/11/17;"AAOEL";"non pertinent";"";"";"";"";"";;"non nécessaire"
"123-33-1";"hydrazide maleique";"UE";01/11/17;"AOEL";"0,25";"mg/kg/j";"1 an, voie orale, chien";"25";"mg/kg p.c./j";"28 jours, inhalation, rat";100;"non nécessaire"
"123-33-1";"hydrazide maleique";"UE";01/11/17;"DJA";"0,25";"mg/kg/j";"2 ans, voie orale, rat";"25";"mg/kg p.c./j";"";100;"non nécessaire"
"298-14-6";"hydrogénocarbonate de potassium";"UE";01/09/09;"AOEL";"128";"mg/kg/j";"Autre(s) étude(s)";"";"";"sur la base de la consommation alimentaire journalière humaine";1;"non nécessaire"
"298-14-6";"hydrogénocarbonate de potassium";"UE";01/09/09;"ARFD";"non pertinent";"";"";"";"";"";;"non nécessaire"
"298-14-6";"hydrogénocarbonate de potassium";"UE";01/09/09;"DJA";"non pertinent";"";"";"";"";"";;"non nécessaire"
"148-24-3";"hydroxy-8-quinoleine";"UE";01/01/12;"ARFD";"0,05";"mg/kg pc";"Tératogenèse, voie orale, lapin";"5";"mg/kg/p.c./j";"";100;"non nécessaire"
"148-24-3";"hydroxy-8-quinoleine";"UE";01/01/12;"AOEL";"0,05";"mg/kg/j";"Tératogenèse, voie orale, lapin";"5";"mg/kg/p.c./j";"";100;"non nécessaire"
"148-24-3";"hydroxy-8-quinoleine";"UE";01/01/12;"DJA";"0,05";"mg/kg/j";"Tératogenèse, voie orale, lapin";"5";"mg/kg/p.c./j";"";100;"non nécessaire"
"10004-44-1";"hymexazol";"UE";01/11/10;"DJA";"0,17";"mg/kg/j";"1 an, voie orale, chien";"17";"mg/kg p.c./j";"";100;"non nécessaire"
"10004-44-1";"hymexazol";"UE";01/11/10;"ARFD";"0,5";"mg/kg pc";"Tératogenèse, voie orale, lapin";"50";"mg/kg p.c./j";"";100;"non nécessaire"
"10004-44-1";"hymexazol";"UE";01/11/10;"AOEL";"0,17";"mg/kg/j";"1 an, voie orale, chien";"17";"mg/kg p.c./j";"";100;"non nécessaire"
"35554-44-0";"imazalil";"UE";01/01/12;"DJA";"0,025";"mg/kg/j";"1 an, voie orale, chien";"2,5";"mg/kg p.c./j";"";100;"non nécessaire"
"35554-44-0";"imazalil";"UE";01/01/12;"AOEL";"0,05";"mg/kg/j";"Autre(s) étude(s)";"5";"mg/kg p.c./j";"6 mois, voie orale, rat";100;"non nécessaire"
"35554-44-0";"imazalil";"UE";01/01/12;"ARFD";"0,05";"mg/kg pc";"Tératogenèse, voie orale, lapin";"5";"mg/kg p.c./j";"";100;"non nécessaire"
"114311-32-9";"imazamox";"UE";01/11/17;"ARFD";"3";"mg/kg pc";"Tératogenèse, voie orale, lapin";"300";"mg/kg/p.c./j";"";100;"non nécessaire"
"114311-32-9";"imazamox";"UE";01/11/17;"DJA";"3";"mg/kg/j";"Tératogenèse, voie orale, lapin";"300";"mg/kg p.c./j";"";100;"non nécessaire"
"114311-32-9";"imazamox";"UE";01/11/17;"AOEL";"2,25";"mg/kg/j";"Tératogenèse, voie orale, lapin";"300";"mg/kg p.c./j";"";100;"75%"
"81335-37-7";"imazaquine";"UE";07/03/08;"AOEL";"0,25";"mg/kg/j";"1 an, voie orale, chien";"25";"mg/kg p.c./j";"";100;"non nécessaire"
"81335-37-7";"imazaquine";"UE";07/03/08;"DJA";"0,25";"mg/kg/j";"1 an, voie orale, chien";"25";"mg/kg p.c./j";"";100;"non nécessaire"
"81335-37-7";"imazaquine";"UE";07/03/08;"ARFD";"non pertinent";"";"";"";"";"";;"non nécessaire"
"138261-41-3";"imidaclopride";"UE";15/12/08;"AOEL";"0,08";"mg/kg/j";"90 jours, voie orale, chien";"8";"mg/kg p.c./j";"28 jours, voie orale, chien ; neurotoxicité subchronique, voie orale, rat";100;"non nécessaire"
"138261-41-3";"imidaclopride";"UE";15/12/08;"ARFD";"0,08";"mg/kg pc";"90 jours, voie orale, chien";"8";"mg/kg/p.c./j";"Tératogenèse, voie orale, lapin";100;"non nécessaire"
"138261-41-3";"imidaclopride";"UE";15/12/08;"DJA";"0,06";"mg/kg/j";"2 ans, voie orale, rat";"5,7";"mg/kg p.c./j";"";100;"non nécessaire"
"173584-44-6";"indoxacarbe";"UE";01/04/06;"DJA";"0,006";"mg/kg/j";"2 ans, voie orale, rat";"0,6";"mg/kg p.c./j";"";100;"non nécessaire"
"173584-44-6";"indoxacarbe";"UE";01/04/06;"ARFD";"0,125";"mg/kg pc";"Neurotoxicité, voie orale, rat, chronique";"12,5";"mg/kg p.c./j";"";100;"non nécessaire"
"173584-44-6";"indoxacarbe";"UE";01/04/06;"AOEL";"0,004";"mg/kg/j";"90 jours, voie orale, rat";"0,6";"mg/kg p.c./j";"";100;"60%"
"144550-36-7";"iodosulfuron";"UE";01/04/17;"DJA";"0,03";"mg/kg/j";"2 ans, voie orale, rat";"3";"mg/kg p.c./j";"";100;"non nécessaire"
"144550-36-7";"iodosulfuron";"UE";01/04/17;"ARFD";"3,15";"mg/kg pc";"Neurotoxicité du développement, rat";"315";"mg/kg/p.c./j";"";100;"non nécessaire"
"144550-36-7";"iodosulfuron";"UE";01/04/17;"AOEL";"0,05";"mg/kg/j";"90 jours et 1 an, voie orale, chien";"7";"mg/kg p.c./j";"";100;"70%"
"125225-28-7";"ipconazole";"UE";01/09/14;"ARFD";"0,015";"mg/kg pc";"Tératogenèse, voie orale, rat";"3";"mg/kg/p.c./j";"";200;"non nécessaire"
"125225-28-7";"ipconazole";"UE";01/09/14;"AOEL";"0,015";"mg/kg/j";"Tératogenèse, voie orale, rat";"3";"mg/kg/p.c./j";"";200;"non nécessaire"
"125225-28-7";"ipconazole";"UE";01/09/14;"DJA";"0,015";"mg/kg/j";"1 an, voie orale, chien";"1,5";"mg/kg/p.c./j";"";100;"non nécessaire"
"140923-17-7";"iprovalicarbe";"UE";01/04/16;"DJA";"0,015";"mg/kg/j";"1 an, voie orale, chien";"3";"mg/kg p.c./j";"";200;"non nécessaire"
"140923-17-7";"iprovalicarbe";"UE";01/04/16;"AOEL";"0,015";"mg/kg/j";"1 an, voie orale, chien";"3";"mg/kg p.c./j";"";200;"non nécessaire"
"140923-17-7";"iprovalicarbe";"UE";01/04/16;"ARFD";"non pertinent";"";"";"";"";"";;"non nécessaire"
"875915-78-9";"isofétamide";"UE";15/09/16;"AOEL";"0,05";"mg/kg/j";"1 an, voie orale, chien";"5,34";"mg/kg/p.c./j";"";100;"non nécessaire"
"875915-78-9";"isofétamide";"UE";15/09/16;"ARFD";"1";"mg/kg pc";"Tératogenèse, voie orale, lapin";"100";"mg/kg/p.c./j";"";100;"non nécessaire"
"875915-78-9";"isofétamide";"UE";15/09/16;"DJA";"0,02";"mg/kg/j";"1 an, voie orale, chien";"1,57";"mg/kg/p.c./j";"";100;"non nécessaire"
"881685-58-1";"isopyrazam";"UE";08/01/14;"ARFD";"0,2";"mg/kg pc";"Tératogenèse, voie orale, rat";"20";"mg/kg/p.c./j";"";100;"non nécessaire"
"881685-58-1";"isopyrazam";"UE";08/01/14;"DJA";"0,03";"mg/kg/j";"2 ans, voie orale, rat";"5,5";"mg/kg/p.c./j";"";200;"non nécessaire"
"881685-58-1";"isopyrazam";"UE";08/01/14;"AOEL";"0,05";"mg/kg/j";"Etude multigénérations,voie orale, rat";"8";"mg/kg/p.c./j";"";100;"64%"
"82558-50-7";"isoxaben";"UE";01/06/11;"DJA";"0,05";"mg/kg/j";"2 ans, voie orale, rat";"5";"mg/kg p.c./j";"";100;"non nécessaire"
"82558-50-7";"isoxaben";"UE";01/06/11;"AOEL";"0,25";"mg/kg/j";"90 jours et 1 an, voie orale, chien";"110";"mg/kg p.c./j";"";435;"23%"
"82558-50-7";"isoxaben";"UE";01/06/11;"ARFD";"non pertinent";"";"";"";"";"";;"non nécessaire"
"141112-29-0";"isoxaflutole";"UE";22/03/19;"DJA";"0,02";"mg/kg/j";"2 ans, voie orale, rat";"2";"mg/kg p.c./j";"Reproduction sur deux générations, rat";100;"non nécessaire"
"141112-29-0";"isoxaflutole";"UE";22/03/19;"AAOEL";"0,03";"mg/kg pc";"Tératogenèse, voie orale, lapin";"2";"mg/kg/p.c./j";"";100;"60%"
"141112-29-0";"isoxaflutole";"UE";22/03/19;"ARFD";"0,05";"mg/kg pc";"Tératogenèse, voie orale, lapin";"5";"mg/kg/p.c./j";"";100;"non nécessaire"
"141112-29-0";"isoxaflutole";"UE";22/03/19;"AOEL";"0,012";"mg/kg/j";"Etude multigénérations,voie orale, rat";"2";"mg/kg p.c./j";"";100;"60%"
"1332-58-7";"kaolin";"UE";01/09/09;"AOEL";"non pertinent";"";"";"";"";"";;"non nécessaire"
"1332-58-7";"kaolin";"UE";01/09/09;"DJA";"non pertinent";"";"";"";"";"";;"non nécessaire"
"1332-58-7";"kaolin";"UE";01/09/09;"ARFD";"non pertinent";"";"";"";"";"";;"non nécessaire"
"61790-53-2";"kieselgur (terre à diatomées)";"UE";01/01/21;"DJA";"non pertinent";"";"";"";"";"";;"non nécessaire"
"61790-53-2";"kieselgur (terre à diatomées)";"UE";01/01/21;"ARFD";"non pertinent";"";"";"";"";"";;"non nécessaire"
"61790-53-2";"kieselgur (terre à diatomées)";"UE";01/01/21;"AOEL";"non pertinent";"";"";"";"";"";;"non nécessaire"
"61790-53-2";"kieselgur (terre à diatomées)";"UE";01/01/21;"AAOEL";"non pertinent";"";"";"";"";"";;"non nécessaire"
"143390-89-0";"kresoxim methyl";"UE";01/01/12;"DJA";"0,4";"mg/kg/j";"2 ans, voie orale, rat";"36";"mg/kg p.c./j";"";100;"non nécessaire"
"143390-89-0";"kresoxim methyl";"UE";01/01/12;"ARFD";"non pertinent";"";"";"";"";"";;"non nécessaire"
"143390-89-0";"kresoxim methyl";"UE";01/01/12;"AOEL";"0,9";"mg/kg/j";"90 jours, voie orale, rat";"146";"mg/kg p.c./j";"1 an, voie orale, chien";100;"63%"
"91465-08-6";"lambda cyhalothrine";"UE";01/04/16;"ARFD";"0,005";"mg/kg pc";"1 an, voie orale, chien";"0,5";"mg/kg p.c./j";"";100;"non nécessaire"
"91465-08-6";"lambda cyhalothrine";"UE";01/04/16;"AOEL";"0,00063";"mg/kg/j";"Etude multigénérations,voie orale, rat";"0,5";"mg/kg p.c./j";"";200;"25%"
"91465-08-6";"lambda cyhalothrine";"UE";01/04/16;"DJA";"0,0025";"mg/kg/j";"Etude multigénérations,voie orale, rat";"0,5";"mg/kg p.c./j";"";200;"non nécessaire"
"9008-22-4";"laminarine";"UE";01/03/18;"AOEL";"non pertinent";"";"";"";"";"";;"non nécessaire"
"9008-22-4";"laminarine";"UE";01/03/18;"AAOEL";"non pertinent";"";"";"";"";"";;"non nécessaire"
"9008-22-4";"laminarine";"UE";01/03/18;"ARFD";"non pertinent";"";"";"";"";"";;"non nécessaire"
"9008-22-4";"laminarine";"UE";01/03/18;"DJA";"non pertinent";"";"";"";"";"";;"non nécessaire"
"2164-08-1 ";"lenacile";"UE";31/12/08;"AOEL";"0,4";"mg/kg/j";"90 jours, voie orale, rat";"41";"mg/kg p.c./j";"90 jours, voie orale, chien";100;"non nécessaire"
"2164-08-1 ";"lenacile";"UE";31/12/08;"DJA";"0,12";"mg/kg/j";"2 ans, voie orale, rat";"12";"mg/kg/p.c./j";"";100;"non nécessaire"
"2164-08-1 ";"lenacile";"UE";31/12/08;"ARFD";"non pertinent";"";"";"";"";"";;"non nécessaire"
"8018-01-7 (formerly 8065-67-5)";"mancozebe";"UE";23/10/20;"AAOEL";"0,075";"mg/kg pc";"Neurotoxicité du développement, rat";"15";"mg/kg/p.c./j";"";100;"50%"
"8018-01-7 (formerly 8065-67-5)";"mancozebe";"UE";23/10/20;"ARFD";"0,15";"mg/kg pc";"Neurotoxicité du développement, rat";"15";"mg/kg p.c./j";"";100;"non nécessaire"
"8018-01-7 (formerly 8065-67-5)";"mancozebe";"UE";23/10/20;"DJA";"0,023";"mg/kg/j";"1 an, voie orale, chien";"2,3";"mg/kg p.c./j";"";100;"non nécessaire"
"8018-01-7 (formerly 8065-67-5)";"mancozebe";"UE";23/10/20;"AOEL";"0,011";"mg/kg/j";"1 an, voie orale, chien";"2,3";"mg/kg p.c./j";"";100;"50%"
"173662-97-0";"mandestrobine";"UE";09/12/15;"ARFD";"non pertinent";"";"";"";"";"";;"non nécessaire"
"173662-97-0";"mandestrobine";"UE";09/12/15;"DJA";"0,19";"mg/kg/j";"1 an, voie orale, chien";"19";"mg/kg/p.c./j";"soutenue par la LOAEL parentale d'une étude multigénération, rat avec application d'un FS de 300";100;"non nécessaire"
"173662-97-0";"mandestrobine";"UE";09/12/15;"AOEL";"0,19";"mg/kg/j";"1 an, voie orale, chien";"19";"mg/kg/p.c./j";"soutenue par la LOAEL parentale d'une étude multigénération, rat avec application d'un FS de 300";100;"non nécessaire"
"374726-62-2";"mandipropamide";"UE";01/08/13;"AOEL";"0,17";"mg/kg/j";"90 jours, voie orale, chien";"25";"mg/kg p.c./j";"";100;"70%"
"374726-62-2";"mandipropamide";"UE";01/08/13;"ARFD";"non pertinent";"";"";"";"";"";;"non nécessaire"
"374726-62-2";"mandipropamide";"UE";01/08/13;"DJA";"0,15";"mg/kg/j";"2 ans, voie orale, rat";"15";"mg/kg p.c./j";"";100;"non nécessaire"
"94-74-6";"MCPA";"UE";01/05/06;"ARFD";"0,15";"mg/kg pc";"Tératogenèse, voie orale, lapin";"15";"mg/kg p.c./j";"";100;"non nécessaire"
"94-74-6";"MCPA";"UE";01/05/06;"DJA";"0,05";"mg/kg/j";"2 ans, voie orale, rat";"1,3";"mg/kg p.c./j";"";100;"non nécessaire"
"94-74-6";"MCPA";"UE";01/05/06;"AOEL";"0,04";"mg/kg/j";"90 jours, voie orale, rat";"4";"mg/kg p.c./j";"";100;"non nécessaire"
"94-81-5";"MCPB";"UE";01/05/06;"ARFD";"0,05";"mg/kg pc";"Tératogenèse, voie orale, lapin";"5";"mg/kg p.c./j";"";100;"non nécessaire"
"94-81-5";"MCPB";"UE";01/05/06;"AOEL";"0,06";"mg/kg/j";"90 jours, voie orale, rat";"6,3";"mg/kg p.c./j";"";100;"non nécessaire"
"94-81-5";"MCPB";"UE";01/05/06;"DJA";"0,01";"mg/kg/j";"2 ans, voie orale, rat";"1,3";"mg/kg p.c./j";"";100;"non nécessaire"
"16484-77-8";"mecoprop-P";"UE";15/04/03;"AOEL";"0,04";"mg/kg/j";"90 jours, voie orale, rat et chien";"4";"mg/kg p.c./j";"";100;"non nécessaire"
"16484-77-8";"mecoprop-P";"UE";15/04/03;"ARFD";"non pertinent";"";"";"";"";"";;"non nécessaire"
"16484-77-8";"mecoprop-P";"UE";15/04/03;"DJA";"0,01";"mg/kg/j";"2 ans, voie orale, rat";"1,1";"mg/kg p.c./j";"";100;"non nécessaire"
"135590-91-9";"mefenpyr diethyl";"GRED";19/03/13;"DJA";"0,1";"mg/kg/j";"1 an, voie orale, chien";"11";"mg/kg p.c./j";"2 ans, voie orale, souris";100;"non nécessaire"
"135590-91-9";"mefenpyr diethyl";"GRED";19/03/13;"AOEL";"0,1";"mg/kg/j";"90 jours, voie orale, chien";"15";"mg/kg p.c./j";"";100;"73%"
"135590-91-9";"mefenpyr diethyl";"GRED";19/03/13;"ARFD";"0,4";"mg/kg pc";"Tératogenèse, voie orale, lapin";"40";"mg/kg/p.c./j";"";100;"non nécessaire"
"1417782-03-6";"méfentrifluconazole";"UE";26/01/21;"AAOEL";"0,15";"mg/kg pc";"Tératogenèse, voie orale, lapin";"15";"mg/kg/p.c./j";"";100;"non nécessaire"
"1417782-03-6";"méfentrifluconazole";"UE";26/01/21;"DJA";"0,035";"mg/kg/j";"18 mois, voie orale, souris";"3,5";"mg/kg/p.c./j";"";100;"non nécessaire"
"1417782-03-6";"méfentrifluconazole";"UE";26/01/21;"AOEL";"0,035";"mg/kg/j";"90 jours, voie orale, souris";"3,5";"mg/kg/p.c./j";"";100;"non nécessaire"
"1417782-03-6";"méfentrifluconazole";"UE";26/01/21;"ARFD";"0,15";"mg/kg pc";"Tératogenèse, voie orale, lapin";"15";"mg/kg/p.c./j";"";100;"non nécessaire"
"a-terpi: 99-86-5; p-cym: 99-87-6; d-limo:5986-27-5";"Mélange de terpénoïdes QRD 460";"UE";10/08/15;"AOEL";"0,49";"mg/kg/j";"Autre(s) étude(s)";"";"";"Approche MSDI (Maximum Survey Derived Intake) basé sur un apport de 34,5 mg/j et pc = 70 kg";1;"non nécessaire"
"110235-47-7";"mepanipyrim";"UE";30/03/04;"DJA";"0,02";"mg/kg/j";"2 ans, voie orale, rat";"2,45";"mg/kg p.c./j";"";100;"non nécessaire"
"110235-47-7";"mepanipyrim";"UE";30/03/04;"AOEL";"0,07";"mg/kg/j";"90 jours, voie orale, rat";"6,95";"mg/kg p.c./j";"";100;"non nécessaire"
"110235-47-7";"mepanipyrim";"UE";30/03/04;"ARFD";"non pertinent";"";"";"";"";"";;"non nécessaire"
"24307-26-4";"mepiquat-chlorure";"UE";25/11/08;"DJA";"0,2";"mg/kg/j";"1 an, voie orale, chien";"19,9";"mg/kg p.c./j";"";100;"non nécessaire"
"24307-26-4";"mepiquat-chlorure";"UE";25/11/08;"AOEL";"0,3";"mg/kg/j";"90 jours, voie orale, chien";"30,5";"mg/kg p.c./j";"";100;"non nécessaire"
"24307-26-4";"mepiquat-chlorure";"UE";25/11/08;"ARFD";"0,3";"mg/kg pc";"Neurotoxicité du développement, rat";"30";"mg/kg p.c./j";"";100;"non nécessaire"
"6119-92-2";"meptyldinocap";"UE";01/04/15;"DJA";"0,016";"mg/kg/j";"90 jours et 1 an, voie orale, chien";"1,63";"mg/kg p.c./j";"";100;"non nécessaire"
"6119-92-2";"meptyldinocap";"UE";01/04/15;"ARFD";"0,12";"mg/kg pc";"Tératogenèse, voie orale, lapin";"12";"mg/kg/p.c./j";"";100;"non nécessaire"
"6119-92-2";"meptyldinocap";"UE";01/04/15;"AOEL";"0,008";"mg/kg/j";"90 jours et 1 an, voie orale, chien";"1,63";"mg/kg p.c./j";"";100;"50%"
"208465-21-8";"mesosulfuron methyl";"UE";01/07/17;"AOEL";"0,13";"mg/kg/j";"90 jours, voie orale, chien";"648";"mg/kg p.c./j";"";100;" 2%"
"208465-21-8";"mesosulfuron methyl";"UE";01/07/17;"DJA";"1";"mg/kg/j";"18 mois, voie orale, souris";"103";"mg/kg p.c./j";"";100;"non nécessaire"
"208465-21-8";"mesosulfuron methyl";"UE";01/07/17;"ARFD";"non pertinent";"";"";"";"";"";;"non nécessaire"
"208465-21-8";"mesosulfuron methyl";"UE";01/07/17;"AAOEL";"non pertinent";"";"";"";"";"";;"non nécessaire"
"104206-82-8";"mesotrione";"UE";01/06/17;"ARFD";"0,02";"mg/kg pc";"Multigénération, voie orale, souris";"2";"mg/kg p.c./j";"";100;"non nécessaire"
"104206-82-8";"mesotrione";"UE";01/06/17;"DJA";"0,01";"mg/kg/j";"Multigénération, voie orale, souris";"2";"mg/kg p.c./j";"";200;"non nécessaire"
"104206-82-8";"mesotrione";"UE";01/06/17;"AOEL";"0,005";"mg/kg/j";"Multigénération, voie orale, souris";"2";"mg/kg p.c./j";"";400;"50%"
"70630-17-0";"metalaxyl-M";"UE";01/06/20;"ARFD";"0,5";"mg/kg pc";"Tératogenèse, voie orale, rat";"50";"mg/kg/p.c./j";"";100;"non nécessaire"
"70630-17-0";"metalaxyl-M";"UE";01/06/20;"AOEL";"0,08";"mg/kg/j";"90 jours, voie orale, chien";"8";"mg/kg p.c./j";"26 semaines, voie orale chien ; 2 ans, voie orale, chien";100;"non nécessaire"
"70630-17-0";"metalaxyl-M";"UE";01/06/20;"DJA";"0,08";"mg/kg/j";"90 jours, voie orale, chien";"8";"mg/kg p.c./j";"26 semaines, voie orale chien ; 2 ans, voie orale, chien";100;"non nécessaire"
"108-62-3 (tetramer)";"metaldehyde";"UE";01/06/11;"ARFD";"0,3";"mg/kg pc";"1 an, voie orale, chien";"30";"mg/kg p.c./j";"";100;"non nécessaire"
"108-62-3 (tetramer)";"metaldehyde";"UE";01/06/11;"AOEL";"0,1";"mg/kg/j";"1 an, voie orale, chien";"10";"mg/kg p.c./j";"";100;"non nécessaire"
"108-62-3 (tetramer)";"metaldehyde";"UE";01/06/11;"DJA";"0,02";"mg/kg/j";"2 ans, voie orale, rat";"2";"mg/kg p.c./j";"";100;"non nécessaire"
"41394-05-2";"metamitrone";"UE";01/09/09;"AOEL";"0,036";"mg/kg/j";"90 jours, voie orale, chien";"3,6";"mg/kg p.c./j";"";100;"non nécessaire"
"41394-05-2";"metamitrone";"UE";01/09/09;"DJA";"0,03";"mg/kg/j";"2 ans, voie orale, chien";"3";"mg/kg/p.c./j";"";100;"non nécessaire"
"41394-05-2";"metamitrone";"UE";01/09/09;"ARFD";"0,1";"mg/kg pc";"Tératogenèse, voie orale, rat";"10";"mg/kg/p.c./j";"Etudes fontionnelles et pharmacologiques à dose unique chez le rat";100;"non nécessaire"
"67129-08-2";"metazachlore";"UE";15/12/08;"ARFD";"0,5";"mg/kg pc";"Tératogenèse, voie orale, rat";"50";"mg/kg p.c./j";"";100;"non nécessaire"
"67129-08-2";"metazachlore";"UE";15/12/08;"AOEL";"0,2";"mg/kg/j";"90 jours, voie orale, rat";"21";"mg/kg p.c./j";"";100;"non nécessaire"
"67129-08-2";"metazachlore";"UE";15/12/08;"DJA";"0,08";"mg/kg/j";"2 ans, voie orale, rat";"8,5";"mg/kg p.c./j";"";100;"non nécessaire"
"125116-23-6 (unstated stereochemistry)";"metconazole";"UE";01/06/07;"DJA";"0,01";"mg/kg/j";"Tératogenèse, voie orale, lapin";"4";"mg/kg p.c./j";"";400;"non nécessaire"
"125116-23-6 (unstated stereochemistry)";"metconazole";"UE";01/06/07;"ARFD";"0,01";"mg/kg pc";"Tératogenèse, voie orale, lapin";"4";"mg/kg p.c./j";"";400;"non nécessaire"
"125116-23-6 (unstated stereochemistry)";"metconazole";"UE";01/06/07;"AOEL";"0,01";"mg/kg/j";"Tératogenèse, voie orale, lapin";"4";"mg/kg p.c./j";"";400;"non nécessaire"
"161050-58-4";"methoxyfenozide";"UE";13/12/18;"AOEL";"0,06";"mg/kg/j";"1 an, voie orale, chien";"9,8";"mg/kg p.c./j";"2 semaines, voie orale, chien";100;"60%"
"161050-58-4";"methoxyfenozide";"UE";13/12/18;"ARFD";"0,1";"mg/kg pc";"1 an, voie orale, chien";"9,8";"mg/kg p.c./j";"2 semaines, voie orale, chien";100;"non nécessaire"
"161050-58-4";"methoxyfenozide";"UE";13/12/18;"DJA";"0,1";"mg/kg/j";"2 ans, voie orale, rat";"10,2";"mg/kg p.c./j";"";100;"non nécessaire"
"161050-58-4";"methoxyfenozide";"UE";13/12/18;"AAOEL";"0,06";"mg/kg pc";"1 an, voie orale, chien";"9,8";"mg/kg/p.c./j";"2 semaines, voie orale, chien";100;"60%"
"9006-42-2";"metiram-zinc";"UE";01/07/06;"AOEL";"0,016";"mg/kg/j";"1 an, voie orale, chien";"2,6";"mg/kg p.c./j";"";100;"60%"
"9006-42-2";"metiram-zinc";"UE";01/07/06;"DJA";"0,03";"mg/kg/j";"2 ans, voie orale, rat";"3,1";"mg/kg p.c./j";"";100;"non nécessaire"
"9006-42-2";"metiram-zinc";"UE";01/07/06;"ARFD";"non pertinent";"";"";"";"";"";;"non nécessaire"
