"","SA_CodeCAS","SA_Libelle","SA_PNEC","source","mise_a_jour","SA_Statut"
"1020","","Polymer of styrene and acrylamide",NA,"EPHY",NA,"NON_INSCRITE"
"1021","81412-43-3","Tridemorph",NA,"EPHY",NA,"NON_INSCRITE"
"1022","22781-23-3","Bendiocarb",NA,"EPHY",NA,"NON_INSCRITE"
"1023","","Pyraclofos",NA,"EPHY",NA,"NON_INSCRITE"
"1024","","Phosametine",NA,"EPHY",NA,"NON_INSCRITE"
"1025","","Zucchini yellow mosaic virus",NA,"EPHY",NA,"NON_INSCRITE"
"1026","2631-37-0","Promecarb",NA,"EPHY",NA,"NON_INSCRITE"
"1027","19622-19-6","Prothiocarb",NA,"EPHY",NA,"NON_INSCRITE"
"1028","122-14-5","Fenitrothion",NA,"EPHY",NA,"NON_INSCRITE"
"1029","35575-96-3","Azamethiphos",NA,"EPHY",NA,"NON_INSCRITE"
"1030","759-94-4","EPTC (ethyl dipropylthiocarbamate)",NA,"EPHY",NA,"NON_INSCRITE"
"1031","41198-08-7","Profenofos",NA,"EPHY",NA,"NON_INSCRITE"
"1032","65907-30-4","Furathiocarb",NA,"EPHY",NA,"NON_INSCRITE"
"1033","","Pentanochlor",NA,"EPHY",NA,"NON_INSCRITE"
"1034","","Resmethrin",NA,"EPHY",NA,"NON_INSCRITE"
"1035","","Ethoxysulfuron",NA,"EPHY",NA,"NON_INSCRITE"
"1036","115-32-2","Dicofol",NA,"EPHY",NA,"NON_INSCRITE"
"1037","","Endothal",NA,"EPHY",NA,"NON_INSCRITE"
"1038","","Paraffine",NA,"EPHY",NA,"AUTRE_CAS"
"1039","","Pentachlorophenol",NA,"EPHY",NA,"NON_INSCRITE"
"1040","28434-01-7","Bioresmethrin",NA,"EPHY",NA,"NON_INSCRITE"
"1041","","Colophane",NA,"EPHY",NA,"AUTRE_CAS"
"1042","","2-Aminobutane",NA,"EPHY",NA,"NON_INSCRITE"
"1043","","Disodium octaborate tetrahydrate",NA,"EPHY",NA,"NON_INSCRITE"
"1044","","Carbon disulphide",NA,"EPHY",NA,"NON_INSCRITE"
"1045","333-41-5","Diazinon",NA,"EPHY",NA,"NON_INSCRITE"
"1046","","Plant oils / Ylang-Ylang oil",NA,"EPHY",NA,"NON_INSCRITE"
"1047","","Fenridazon",NA,"EPHY",NA,"NON_INSCRITE"
"1048","","Boric acid",NA,"EPHY",NA,"NON_INSCRITE"
"1049","","Isocarbophos",NA,"EPHY",NA,"NON_INSCRITE"
"1050","","TCA",NA,"EPHY",NA,"NON_INSCRITE"
"1051","","Oxytetracycline",NA,"EPHY",NA,"NON_INSCRITE"
"1052","76-87-9","Fentin hydroxide",NA,"EPHY",NA,"NON_INSCRITE"
"1053","132-66-1","Naptalam",NA,"EPHY",NA,"NON_INSCRITE"
"1054","2303-16-4","Diallate",NA,"EPHY",NA,"NON_INSCRITE"
"1055","","cis-Zeatin",NA,"EPHY",NA,"NON_INSCRITE"
"1056","","Polyoxyethylene amine",NA,"EPHY",NA,"AUTRE_CAS"
"1057","","Beauveria brongniartii",NA,"EPHY",NA,"NON_INSCRITE"
"1058","","Cryolite",NA,"EPHY",NA,"NON_INSCRITE"
"1059","59756-60-4","Fluridone",NA,"EPHY",NA,"NON_INSCRITE"
"1060","","Cires de petrole",NA,"EPHY",NA,"AUTRE_CAS"
"1061","327-98-0","Trichloronate",NA,"EPHY",NA,"NON_INSCRITE"
"1062","","Tribufos (s,s,s-tributyl-phosphorotrithioate)",NA,"EPHY",NA,"NON_INSCRITE"
"1063","","Huile de resine",NA,"EPHY",NA,"AUTRE_CAS"
"1064","","Edifenphos",NA,"EPHY",NA,"NON_INSCRITE"
"1065","135410-20-7","Propisochlor",NA,"EPHY",NA,"NON_INSCRITE"
"1066","","Methoxychlor",NA,"EPHY",NA,"NON_INSCRITE"
"1067","","Nonylphenol ethoxylate",NA,"EPHY",NA,"NON_INSCRITE"
"1068","","2-Methyl-6-methylene-2,7-octadien-4-ol (ipsdienol)",NA,"EPHY",NA,"NON_INSCRITE"
"1069","78-34-2","Dioxathion",NA,"EPHY",NA,"NON_INSCRITE"
"1070","1929-77-7","Vernolate",NA,"EPHY",NA,"NON_INSCRITE"
"1071","52-68-6","Trichlorfon",NA,"EPHY",NA,"NON_INSCRITE"
"1072","","Trimedlure",NA,"EPHY",NA,"NON_INSCRITE"
"1073","","Flufenzin",NA,"EPHY",NA,"NON_INSCRITE"
"1074","","Calcium oxide",NA,"EPHY",NA,"NON_INSCRITE"
"1075","","Petroleum oils",NA,"EPHY",NA,"NON_INSCRITE"
"1076","","Fatty acids / Valeric acid",NA,"EPHY",NA,"NON_INSCRITE"
"1077","","Indolylacetic acid",NA,"EPHY",NA,"NON_INSCRITE"
"1078","","Polyether polyol",NA,"EPHY",NA,"AUTRE_CAS"
"1079","43121-43-3","Triadimefon",NA,"EPHY",NA,"NON_INSCRITE"
"1080","","Lime phosphate",NA,"EPHY",NA,"NON_INSCRITE"
"1081","","3-Methyl-3-buten-1-ol",NA,"EPHY",NA,"NON_INSCRITE"
"1082","81335-77-5","Imazethapyr",NA,"EPHY",NA,"NON_INSCRITE"
"1083","92-52-4","Biphenyl",NA,"EPHY",NA,"NON_INSCRITE"
"1084","58-89-9","Lindane",NA,"EPHY",NA,"NON_INSCRITE"
"1085","","Plant oils / Garlic oil",NA,"EPHY",NA,"NON_INSCRITE"
"1086","709-98-8","Propanil",NA,"EPHY",NA,"NON_INSCRITE"
"1087","","2-Methyl-6-methylene-7-octen-4-ol (Ipsenol)",NA,"EPHY",NA,"NON_INSCRITE"
"1088","63333-35-7","Bromethalin",NA,"EPHY",NA,"NON_INSCRITE"
"1089","","Isopropalin",NA,"EPHY",NA,"NON_INSCRITE"
"1090","","Methacrifos",NA,"EPHY",NA,"NON_INSCRITE"
"1091","","p-Dichlorobenzene",NA,"EPHY",NA,"NON_INSCRITE"
"1092","31218-83-4","Propetamphos",NA,"EPHY",NA,"NON_INSCRITE"
"1093","","p-Cresyl acetate",NA,"EPHY",NA,"NON_INSCRITE"
"1094","","Propolis",NA,"EPHY",NA,"NON_INSCRITE"
"1095","","Chlorimuron",NA,"EPHY",NA,"NON_INSCRITE"
"1096","5836-29-3","Coumatetralyl",NA,"EPHY",NA,"NON_INSCRITE"
"1097","55290-64-7","Dimethipin",NA,"EPHY",NA,"NON_INSCRITE"
"1098","","Alcool isodecylique ethoxyle",NA,"EPHY",NA,"AUTRE_CAS"
"1099","74051-80-2","Sethoxydim",NA,"EPHY",NA,"NON_INSCRITE"
"1100","3813-05-6","Benazolin",NA,"EPHY",NA,"NON_INSCRITE"
"1101","30560-19-1","Acephate",NA,"EPHY",NA,"NON_INSCRITE"
"1102","55-38-9","Fenthion",NA,"EPHY",NA,"NON_INSCRITE"
"1103","","Cufraneb",NA,"EPHY",NA,"NON_INSCRITE"
"1104","","Citrus extract/grapefruit extract",NA,"EPHY",NA,"NON_INSCRITE"
"1105","","Alkyl phenol polyoxyethylene",NA,"EPHY",NA,"AUTRE_CAS"
"1106","81-82-3","Coumachlor",NA,"EPHY",NA,"NON_INSCRITE"
"1107","","Thiazopyr",NA,"EPHY",NA,"NON_INSCRITE"
"1108","82-66-6","Diphacinone",NA,"EPHY",NA,"NON_INSCRITE"
"1109","","Laminaria digitata",NA,"EPHY",NA,"AUTRE_CAS"
"1110","14816-18-3","Phoxim",NA,"EPHY",NA,"NON_INSCRITE"
"1111","","Lactofen",NA,"EPHY",NA,"NON_INSCRITE"
"1112","56073-10-0","Brodifacoum",NA,"EPHY",NA,"NON_INSCRITE"
"1113","","Aldrine",NA,"EPHY",NA,"NON_INSCRITE"
"1114","","Mustard powder",NA,"EPHY",NA,"NON_INSCRITE"
"1115","","1,3-Dichloropropene (cis)",NA,"EPHY",NA,"NON_INSCRITE"
"1116","1982-47-4","Chloroxuron",NA,"EPHY",NA,"NON_INSCRITE"
"1117","21725-46-2","Cyanazine",NA,"EPHY",NA,"NON_INSCRITE"
"1118","","Perchlordecone",NA,"EPHY",NA,"NON_INSCRITE"
"1119","","Huile de ricin",NA,"EPHY",NA,"AUTRE_CAS"
"1120","","1,2-Dichloropropane",NA,"EPHY",NA,"NON_INSCRITE"
"1121","53988-93-5","Mancopper",NA,"EPHY",NA,"NON_INSCRITE"
"1122","83130-01-2","Alanycarb",NA,"EPHY",NA,"NON_INSCRITE"
"1123","25954-13-6","Fosamine",NA,"EPHY",NA,"NON_INSCRITE"
"1124","470-90-6","Chlorfenvinphos",NA,"EPHY",NA,"NON_INSCRITE"
"1125","","Glycerol",NA,"EPHY",NA,"AUTRE_CAS"
"1126","","Plant oils / Daphne oil",NA,"EPHY",NA,"NON_INSCRITE"
"1127","82-68-8","Quintozene",NA,"EPHY",NA,"NON_INSCRITE"
"1128","","Lauryl sulfate de sodium",NA,"EPHY",NA,"NON_INSCRITE"
"1129","","Sodium pentaborate",NA,"EPHY",NA,"NON_INSCRITE"
"1130","","Onion extract",NA,"EPHY",NA,"NON_INSCRITE"
"1131","","Carbonate de sodium",NA,"EPHY",NA,"NON_INSCRITE"
"1132","55814-41-0","Mepronil",NA,"EPHY",NA,"NON_INSCRITE"
"1133","786-19-6","Carbophenothion",NA,"EPHY",NA,"NON_INSCRITE"
"1134","","Fatty alcohols / Aliphatic alcohols",NA,"EPHY",NA,"NON_INSCRITE"
"1135","2163-69-1","Cycluron",NA,"EPHY",NA,"NON_INSCRITE"
"1136","50-31-7","2,3,6-TBA",NA,"EPHY",NA,"NON_INSCRITE"
"1137","","Perfluidone",NA,"EPHY",NA,"NON_INSCRITE"
"1138","","Coumaphos",NA,"EPHY",NA,"NON_INSCRITE"
"1139","","Camphéchlore",NA,"EPHY",NA,"NON_INSCRITE"
"1140","","Huile minerale paraffinique",NA,"EPHY",NA,"AUTRE_CAS"
"1141","117-18-0","Tecnazene",NA,"EPHY",NA,"NON_INSCRITE"
"1142","","Cartap",NA,"EPHY",NA,"NON_INSCRITE"
"1143","","Fenson",NA,"EPHY",NA,"NON_INSCRITE"
"1144","","Tar oils",NA,"EPHY",NA,"NON_INSCRITE"
"1145","","Tolylphtalam",NA,"EPHY",NA,"NON_INSCRITE"
"1146","2312-35-8","Propargite",NA,"EPHY",NA,"NON_INSCRITE"
"1147","7287-19-6","Prometryne",NA,"EPHY",NA,"NON_INSCRITE"
"1148","13071-79-9","Terbufos",NA,"EPHY",NA,"NON_INSCRITE"
"1149","64742-55-8","Paraffin oil/(CAS 64742-55-8)",NA,"EPHY",NA,"NON_INSCRITE"
"1150","","Orbencarb",NA,"EPHY",NA,"NON_INSCRITE"
"1151","","Triethanolamine",NA,"EPHY",NA,"AUTRE_CAS"
"1152","","Bensulide",NA,"EPHY",NA,"NON_INSCRITE"
"1153","","Chloral-semi-acetal",NA,"EPHY",NA,"NON_INSCRITE"
"1154","","EDTA and its salts",NA,"EPHY",NA,"NON_INSCRITE"
"1155","","Sodium dimethylarsinate",NA,"EPHY",NA,"NON_INSCRITE"
"1156","67485-29-4","Hydramethylnon",NA,"EPHY",NA,"NON_INSCRITE"
"1157","","Furfural",NA,"EPHY",NA,"NON_INSCRITE"
"1158","","Sucrose",NA,"EPHY",NA,"INSCRITE"
"1159","","Potassium permanganate",NA,"EPHY",NA,"NON_INSCRITE"
"1160","33089-61-1","Amitraz",NA,"EPHY",NA,"NON_INSCRITE"
"1161","","Imazethabenz",NA,"EPHY",NA,"NON_INSCRITE"
"1162","","Chlorfluazuron",NA,"EPHY",NA,"NON_INSCRITE"
"1163","56425-91-3","Flurprimidole",NA,"EPHY",NA,"NON_INSCRITE"
"1164","","Polymere acetate de vinyle - ester maleique",NA,"EPHY",NA,"AUTRE_CAS"
"1165","","Polymere complexe d'ethylene et de propylene",NA,"EPHY",NA,"AUTRE_CAS"
"1166","13593-03-8","Quinalphos",NA,"EPHY",NA,"NON_INSCRITE"
"1167","1918-13-4","Chlorthiamid",NA,"EPHY",NA,"NON_INSCRITE"
"1168","2227-17-0","Dienochlor",NA,"EPHY",NA,"NON_INSCRITE"
"1169","","Ethirimol",NA,"EPHY",NA,"NON_INSCRITE"
"1170","10552-74-6","Nitrothal",NA,"EPHY",NA,"NON_INSCRITE"
"1171","115-29-7","Endosulfan",NA,"EPHY",NA,"NON_INSCRITE"
"1172","","Gentian violet",NA,"EPHY",NA,"NON_INSCRITE"
"1173","","Cyhalothrin",NA,"EPHY",NA,"NON_INSCRITE"
"1174","","1,3,5-tri-(2-hydroxyethyl)-hexa-hydro-s-triazyne",NA,"EPHY",NA,"NON_INSCRITE"
"1175","1967-16-4","Chlorbufam",NA,"EPHY",NA,"NON_INSCRITE"
"1176","76578-14-8 | 100646-51-3","Quizalofop",NA,"EPHY",NA,"NON_INSCRITE"
"1177","","Fluorodifen",NA,"EPHY",NA,"NON_INSCRITE"
"1178","","imazapic",NA,"EPHY",NA,"NON_INSCRITE"
"1179","2439-01-2","Chinomethionat",NA,"EPHY",NA,"NON_INSCRITE"
"1180","16606-64-7","Ampropylofos",NA,"EPHY",NA,"NON_INSCRITE"
"1181","67-97-0","Cholecalciferol",NA,"EPHY",NA,"NON_INSCRITE"
"1182","81405-85-8","Imazamethabenz",NA,"EPHY",NA,"NON_INSCRITE"
"1183","","Flamprop-M",NA,"EPHY",NA,"NON_INSCRITE"
"1184","","Furconazole",NA,"EPHY",NA,"NON_INSCRITE"
"1185","","Bioallethrin",NA,"EPHY",NA,"NON_INSCRITE"
"1186","","Methfuroxam",NA,"EPHY",NA,"NON_INSCRITE"
"1187","","Ethoate-methyl",NA,"EPHY",NA,"NON_INSCRITE"
"1188","","Ester de polyethylene glycol d'alkylphenol",NA,"EPHY",NA,"AUTRE_CAS"
"1189","82560-54-1","Benfuracarb",NA,"EPHY",NA,"NON_INSCRITE"
"1190","","Tributyltinoxyde",NA,"EPHY",NA,"NON_INSCRITE"
"1191","1085-98-9","Dichlofluanid",NA,"EPHY",NA,"NON_INSCRITE"
"1192","","Huiles blanches de petrole",NA,"EPHY",NA,"AUTRE_CAS"
"1193","","Chlorhydrate of poly(iminino imido biguanidine)",NA,"EPHY",NA,"NON_INSCRITE"
"1194","","Lauryldimethylbenzylammonium bromide",NA,"EPHY",NA,"NON_INSCRITE"
"1195","68359-37-5","Cyfluthrin",NA,"EPHY",NA,"NON_INSCRITE"
"1196","","Alkyldimethylethylbenzylammonium chloride",NA,"EPHY",NA,"NON_INSCRITE"
"1197","374726-62-2","Mandipropamid",NA,"EPHY",NA,"INSCRITE"
"1198","","Chitosan",NA,"EPHY",NA,"INSCRITE"
"1199","","Fenazaflor",NA,"EPHY",NA,"NON_INSCRITE"
"1200","","Chlorbromuron",NA,"EPHY",NA,"NON_INSCRITE"
"1201","1468-37-7","Dimexano",NA,"EPHY",NA,"NON_INSCRITE"
"1202","","Barban",NA,"EPHY",NA,"NON_INSCRITE"
"1203","314-40-9","Bromacil",NA,"EPHY",NA,"NON_INSCRITE"
"1204","","Flucycloxuron",NA,"EPHY",NA,"NON_INSCRITE"
"1205","76-06-2","Chloropicrin",NA,"EPHY",NA,"NON_INSCRITE"
"1206","","Copolymere",NA,"EPHY",NA,"AUTRE_CAS"
"1207","","Olein",NA,"EPHY",NA,"NON_INSCRITE"
"1208","18691-97-9","Methabenzthiazuron",NA,"EPHY",NA,"NON_INSCRITE"
"1209","13356-08-6","Fenbutatin oxide",NA,"EPHY",NA,"NON_INSCRITE"
"1210","950-37-8","Methidathion",NA,"EPHY",NA,"NON_INSCRITE"
"1211","40596-69-8","Methoprene",NA,"EPHY",NA,"NON_INSCRITE"
"1212","","3,7,7-Trimethylbicyclo[4.1.0]hept-3-ene (3-Carene)",NA,"EPHY",NA,"NON_INSCRITE"
"1213","","Diafenthiuron",NA,"EPHY",NA,"NON_INSCRITE"
"1214","","Alkylpolyglucoside",NA,"EPHY",NA,"AUTRE_CAS"
"1215","","3(3-Benzyloxycarbonyl-methyl)-2-benzothiazolinone",NA,"EPHY",NA,"NON_INSCRITE"
"1216","","Difenoxuron",NA,"EPHY",NA,"NON_INSCRITE"
"1217","","Cires microcristallines",NA,"EPHY",NA,"AUTRE_CAS"
"1218","","TEPP",NA,"EPHY",NA,"NON_INSCRITE"
"1219","","Huile d'Eucalyptus",NA,"EPHY",NA,"NON_INSCRITE"
"1220","","Dicyclopentadiene",NA,"EPHY",NA,"NON_INSCRITE"
"1221","","Imibenconazole",NA,"EPHY",NA,"NON_INSCRITE"
"1222","","Bacillus subtilis strain IBE 711",NA,"EPHY",NA,"NON_INSCRITE"
"1223","","Plant oils / Lemongrass oil",NA,"EPHY",NA,"NON_INSCRITE"
"1224","","Ammonium hydroxyde",NA,"EPHY",NA,"NON_INSCRITE"
"1225","2008-41-5","Butylate",NA,"EPHY",NA,"NON_INSCRITE"
"1226","6988-21-2","Dioxacarb",NA,"EPHY",NA,"NON_INSCRITE"
"1227","","Propazine",NA,"EPHY",NA,"NON_INSCRITE"
"1228","","essence de térébenthine",NA,"EPHY",NA,"AUTRE_CAS"
"1229","55283-68-6","Ethalfluralin",NA,"EPHY",NA,"NON_INSCRITE"
"1230","93-72-1","Fenoprop",NA,"EPHY",NA,"NON_INSCRITE"
"1231","26259-45-0","Secbumeton",NA,"EPHY",NA,"NON_INSCRITE"
"1232","","Fenuron",NA,"EPHY",NA,"NON_INSCRITE"
"1233","","2-Methyl-3-buten-2-ol",NA,"EPHY",NA,"NON_INSCRITE"
"1234","","Drazoxolon",NA,"EPHY",NA,"NON_INSCRITE"
"1235","298-00-0","Parathion-methyl",NA,"EPHY",NA,"NON_INSCRITE"
"1236","","2-Ethyl-1,6-dioxaspiro (4,4) nonan (chalcogran)",NA,"EPHY",NA,"NON_INSCRITE"
"1237","93-76-5 | 41083-11-8","2,4,5-T",NA,"EPHY",NA,"NON_INSCRITE"
"1238","104653-34-1","Difethialone",NA,"EPHY",NA,"NON_INSCRITE"
"1239","542-75-6","1,3-Dichloropropene",NA,"EPHY",NA,"NON_INSCRITE"
"1240","90035-08-9","Flocumafen",NA,"EPHY",NA,"NON_INSCRITE"
"1241","27314-13-2","Norflurazon",NA,"EPHY",NA,"NON_INSCRITE"
"1242","","Chloramben",NA,"EPHY",NA,"NON_INSCRITE"
"1243","1746-81-2","Monolinuron",NA,"EPHY",NA,"NON_INSCRITE"
"1244","","Ethanol",NA,"EPHY",NA,"AUTRE_CAS"
"1245","","Liant cellulosique",NA,"EPHY",NA,"AUTRE_CAS"
"1246","","Pronumone",NA,"EPHY",NA,"NON_INSCRITE"
"1247","28249-77-6","Thiobencarb",NA,"EPHY",NA,"NON_INSCRITE"
"1248","115-26-4","Dimefox",NA,"EPHY",NA,"NON_INSCRITE"
"1249","81052-29-1","Chloretazate",NA,"EPHY",NA,"NON_INSCRITE"
"1250","12122-67-7","Zineb",NA,"EPHY",NA,"NON_INSCRITE"
"1251","122-34-9","Simazine",NA,"EPHY",NA,"NON_INSCRITE"
"1252","","Bitumen",NA,"EPHY",NA,"NON_INSCRITE"
"1253","","Dimepiperate",NA,"EPHY",NA,"NON_INSCRITE"
"1254","","Phenthoate",NA,"EPHY",NA,"NON_INSCRITE"
"1255","42509-80-8","Isazofos",NA,"EPHY",NA,"NON_INSCRITE"
"1256","","Extract from Menta piperita",NA,"EPHY",NA,"NON_INSCRITE"
"1257","76608-49-6","Triapenthenol",NA,"EPHY",NA,"NON_INSCRITE"
"1258","","Flusulfamide",NA,"EPHY",NA,"NON_INSCRITE"
"1259","","Furmecyclox",NA,"EPHY",NA,"NON_INSCRITE"
"1260","","Benzalkonium chloride",NA,"EPHY",NA,"NON_INSCRITE"
"1261","3337-71-1","Asulam",NA,"EPHY",NA,"NON_INSCRITE"
"1262","","2-Methoxy-5-nitrofenol sodium salt",NA,"EPHY",NA,"NON_INSCRITE"
"1263","","Sodium o-benzyl-p-chlorphenoxide",NA,"EPHY",NA,"NON_INSCRITE"
"1264","","Mouillant",NA,"EPHY",NA,"AUTRE_CAS"
"1265","13121-70-5","Cyhexatin",NA,"EPHY",NA,"NON_INSCRITE"
"1266","","Silafluofen",NA,"EPHY",NA,"NON_INSCRITE"
"1267","64257-84-7","Fenpropathrin",NA,"EPHY",NA,"NON_INSCRITE"
"1268","","Papaine",NA,"EPHY",NA,"NON_INSCRITE"
"1269","","Brandol (hydroxynonyl-2,6-dinitrobenzene)",NA,"EPHY",NA,"NON_INSCRITE"
"1270","","Nitenpyram",NA,"EPHY",NA,"NON_INSCRITE"
"1271","","Nitrogen",NA,"EPHY",NA,"NON_INSCRITE"
"1272","","Endrine",NA,"EPHY",NA,"NON_INSCRITE"
"1273","","Ethylhexanoate",NA,"EPHY",NA,"NON_INSCRITE"
"1274","","Flumequine",NA,"EPHY",NA,"NON_INSCRITE"
"1275","10265-92-6","Methamidophos",NA,"EPHY",NA,"NON_INSCRITE"
"1276","","Fluazolate",NA,"EPHY",NA,"NON_INSCRITE"
"1277","13171-21-6","Phosphamidon",NA,"EPHY",NA,"NON_INSCRITE"
"1278","","Fluacrypyrim",NA,"EPHY",NA,"NON_INSCRITE"
"1279","","Thiocyanate de sodium",NA,"EPHY",NA,"NON_INSCRITE"
"1280","39196-18-4","Thiofanox",NA,"EPHY",NA,"NON_INSCRITE"
"1281","","colophane traitée au maléate",NA,"EPHY",NA,"AUTRE_CAS"
"1282","","Pyrazoxyfen",NA,"EPHY",NA,"NON_INSCRITE"
"1283","60207-31-0","Azaconazole",NA,"EPHY",NA,"NON_INSCRITE"
"1284","","4,6,6-Trimethyl-bicyclo[3.1.1]hept-3-en-ol,((S)-ci",NA,"EPHY",NA,"NON_INSCRITE"
"1285","","Tolfenpyrad",NA,"EPHY",NA,"NON_INSCRITE"
"1286","","Thionazin",NA,"EPHY",NA,"NON_INSCRITE"
"1287","","Cresol",NA,"EPHY",NA,"NON_INSCRITE"
"1288","77732-09-3","Oxadixyl",NA,"EPHY",NA,"NON_INSCRITE"
"1289","","Cire",NA,"EPHY",NA,"AUTRE_CAS"
"1290","","Fatty acids: potassium salt - caprylic acid         ",NA,"EPHY",NA,"NON_INSCRITE"
"1291","1762-95-4","Ammonium thiocyanate",NA,"EPHY",NA,"AUTRE_CAS"
"1292","","Trifenmorph",NA,"EPHY",NA,"NON_INSCRITE"
"1293","","Pyranocumarin",NA,"EPHY",NA,"NON_INSCRITE"
"1294","1113-02-6","Omethoate",NA,"EPHY",NA,"NON_INSCRITE"
"1295","23560-59-0","Heptenophos",NA,"EPHY",NA,"NON_INSCRITE"
"1296","","Mamestra brassica nuclear polyhedrosis virus",NA,"EPHY",NA,"NON_INSCRITE"
"1297","63-25-2","Carbaryl",NA,"EPHY",NA,"NON_INSCRITE"
"1298","","Fosthietan",NA,"EPHY",NA,"NON_INSCRITE"
"1299","","Naphtylacetic acid hydrazide",NA,"EPHY",NA,"NON_INSCRITE"
"1300","","Alcohol denature",NA,"EPHY",NA,"AUTRE_CAS"
"1301","","4-t-Pentylphenol",NA,"EPHY",NA,"NON_INSCRITE"
"1302","","Poudre de corne",NA,"EPHY",NA,"AUTRE_CAS"
"1303","","Binapacryl",NA,"EPHY",NA,"NON_INSCRITE"
"1304","","Sodium-p-toluene-sulfonchloramid",NA,"EPHY",NA,"NON_INSCRITE"
"1305","","Permethrin",NA,"EPHY",NA,"NON_INSCRITE"
"1306","","Cresylic acid",NA,"EPHY",NA,"NON_INSCRITE"
"1307","","Isoxathion",NA,"EPHY",NA,"NON_INSCRITE"
"1308","","Suif",NA,"EPHY",NA,"AUTRE_CAS"
"1309","","Oxyde d'ethylene",NA,"EPHY",NA,"NON_INSCRITE"
"1310","","Propyl-3-t-butylphenoxyacetate",NA,"EPHY",NA,"NON_INSCRITE"
"1311","841-06-5","Methoprothryne",NA,"EPHY",NA,"NON_INSCRITE"
"1312","26644-46-2","Triforine",NA,"EPHY",NA,"NON_INSCRITE"
"1313","","Isoprocarbe",NA,"EPHY",NA,"NON_INSCRITE"
"1314","","Plant oils / Maize oil",NA,"EPHY",NA,"NON_INSCRITE"
"1315","","Iminoctadine",NA,"EPHY",NA,"NON_INSCRITE"
"1316","85509-19-9","Flusilazole",NA,"EPHY",NA,"NON_INSCRITE"
"1317","","(Z)-9-tricosene",NA,"EPHY",NA,"NON_INSCRITE"
"1318","104-46-1","1-Methoxy-4-propenylbenzene (Anethole)",NA,"EPHY",NA,"NON_INSCRITE"
"1319","","Potassium sorbate",NA,"EPHY",NA,"NON_INSCRITE"
"1320","94593-91-6","Cinosulfuron",NA,"EPHY",NA,"NON_INSCRITE"
"1321","","Latex synthetique",NA,"EPHY",NA,"AUTRE_CAS"
"1322","","Phosphane",NA,"EPHY",NA,"INSCRITE"
"1323","55179-31-2","Bitertanol",NA,"EPHY",NA,"NON_INSCRITE"
"1324","","E-9-Dodecen-1-yl acetate",NA,"EPHY",NA,"NON_INSCRITE"
"1325","24691-80-3","Fenfuram",NA,"EPHY",NA,"NON_INSCRITE"
"1326","","Naphtalene",NA,"EPHY",NA,"NON_INSCRITE"
"1327","","Baculovirus GV",NA,"EPHY",NA,"NON_INSCRITE"
"1328","","Rock powder",NA,"EPHY",NA,"NON_INSCRITE"
"1329","","Gelatine",NA,"EPHY",NA,"NON_INSCRITE"
"1330","","Chinin hydrochlorid",NA,"EPHY",NA,"NON_INSCRITE"
"1331","","Huile blanche parafinique",NA,"EPHY",NA,"AUTRE_CAS"
"1332","","Corn steep liquor",NA,"EPHY",NA,"NON_INSCRITE"
"1333","640-15-3","Thiometon",NA,"EPHY",NA,"NON_INSCRITE"
"1334","4726-14-1","Nitralin",NA,"EPHY",NA,"NON_INSCRITE"
"1335","","Chloropropylate",NA,"EPHY",NA,"NON_INSCRITE"
"1336","","Chlorobenzilate",NA,"EPHY",NA,"NON_INSCRITE"
"1337","3689-24-5","Sulfotep",NA,"EPHY",NA,"NON_INSCRITE"
"1338","","Cyclanilide",NA,"EPHY",NA,"NON_INSCRITE"
"1339","","Isoval",NA,"EPHY",NA,"NON_INSCRITE"
"1340","","Dicloran",NA,"EPHY",NA,"NON_INSCRITE"
"1341","81-81-2","Warfarin",NA,"EPHY",NA,"NON_INSCRITE"
"1342","","Alkyl polysaccharides",NA,"EPHY",NA,"AUTRE_CAS"
"1343","","Quassia",NA,"EPHY",NA,"NON_INSCRITE"
"1344","","Sodium dimethyldithiocarbamate",NA,"EPHY",NA,"NON_INSCRITE"
"1345","32861-85-1","Chlomethoxyfen",NA,"EPHY",NA,"NON_INSCRITE"
"1346","","Huile de riccin ethoxylee",NA,"EPHY",NA,"AUTRE_CAS"
"1347","","Propionate de sodium",NA,"EPHY",NA,"NON_INSCRITE"
"1348","17606-31-4","Bensultap",NA,"EPHY",NA,"NON_INSCRITE"
"1349","75736-33-3","Diclobutrazol",NA,"EPHY",NA,"NON_INSCRITE"
"1350","","Ethion",NA,"EPHY",NA,"NON_INSCRITE"
"1351","","Biohumus",NA,"EPHY",NA,"NON_INSCRITE"
"1352","","Methylisothiocyanate",NA,"EPHY",NA,"NON_INSCRITE"
"1353","2642-71-9","Azinphos ethyl",NA,"EPHY",NA,"NON_INSCRITE"
"1354","","TCMTB",NA,"EPHY",NA,"NON_INSCRITE"
"1355","1918-16-7","Propachlor",NA,"EPHY",NA,"NON_INSCRITE"
"1356","1912-24-9","Atrazine",NA,"EPHY",NA,"NON_INSCRITE"
"1357","","Chlorphonium chloride",NA,"EPHY",NA,"NON_INSCRITE"
"1358","5259-88-1","Oxycarboxin",NA,"EPHY",NA,"NON_INSCRITE"
"1359","","Kasugamycin",NA,"EPHY",NA,"NON_INSCRITE"
"1360","51630-58-1","Fenvalerate",NA,"EPHY",NA,"NON_INSCRITE"
"1361","","2-Propanol",NA,"EPHY",NA,"NON_INSCRITE"
