numero AMM;nom produit;Libellé court;Libellé long;
2210139;CIRCUIT SYNC TEC;AT;Mention d'avertissement : Attention;
2150009;REVUS START PEPITE;C4;Toxicité aiguë par voie orale - Catégorie 4;
2150009;REVUS START PEPITE;C2;Toxiques pour la reproduction - Catégorie 2;
2150009;REVUS START PEPITE;C2;Toxicité spécifique pour certains organes cibles après une exposition répétée - Catégorie 2;
2150009;REVUS START PEPITE;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2150009;REVUS START PEPITE;AT;Mention d'avertissement : Attention;
9400280;PLEDGE;C2;Toxiques pour la reproduction - Catégorie 2;
9400280;PLEDGE;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
9400280;PLEDGE;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
9400280;PLEDGE;AT;Mention d'avertissement : Attention;
2030071;WARIOR EXTRA;C1;Lésions oculaires graves et irritation oculaire - Catégorie 1;
2030071;WARIOR EXTRA;C2;Toxiques pour la reproduction - Catégorie 2;
2030071;WARIOR EXTRA;DA;Mention d'avertissement : Danger;
2200620;SUNSET;C1;Lésions oculaires graves et irritation oculaire - Catégorie 1;
2200620;SUNSET;C1;Substances et mélanges corrosifs pour les métaux - Catégorie 1;
2200620;SUNSET;DA;Mention d'avertissement : Danger;
2130253;KYLEO;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
2130253;KYLEO;C1SCB;Sensibilisants cutanés - Catégorie 1 sous-catégorie B;
2130253;KYLEO;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2130253;KYLEO;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2130253;KYLEO;AT;Mention d'avertissement : Attention;
9200493;EMBLEM;C4;Toxicité aiguë par voie orale - Catégorie 4;
9200493;EMBLEM;C2;Toxiques pour la reproduction - Catégorie 2;
9200493;EMBLEM;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
9200493;EMBLEM;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
9200493;EMBLEM;AT;Mention d'avertissement : Attention;
2110013;EMBLEM FLO;C4;Toxicité aiguë par voie orale - Catégorie 4;
2110013;EMBLEM FLO;C4;Toxicité aiguë par inhalation - Catégorie 4;
2110013;EMBLEM FLO;C1;Sensibilisants cutanés - Catégorie 1;
2110013;EMBLEM FLO;C1SCA;Sensibilisants cutanés - Catégorie 1 sous-catégorie A;
2110013;EMBLEM FLO;C1SCB;Sensibilisants cutanés - Catégorie 1 sous-catégorie B;
2110013;EMBLEM FLO;C2;Toxiques pour la reproduction - Catégorie 2;
2110013;EMBLEM FLO;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2110013;EMBLEM FLO;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2110013;EMBLEM FLO;DA;Mention d'avertissement : Danger;
9900042;IMPERIAL;C4;Toxicité aiguë par voie orale - Catégorie 4;
9900042;IMPERIAL;C2;Toxiques pour la reproduction - Catégorie 2;
9900042;IMPERIAL;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
9900042;IMPERIAL;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
9900042;IMPERIAL;AT;Mention d'avertissement : Attention;
2090071;MANILLE;C1;Danger par aspiration - Catégorie 1;
2090071;MANILLE;C4;Toxicité aiguë par voie orale - Catégorie 4;
2090071;MANILLE;C2;Corrosion cutanée/irritation cutanée - Catégorie 2;
2090071;MANILLE;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
2090071;MANILLE;C1;Sensibilisants cutanés - Catégorie 1;
2090071;MANILLE;C1SCA;Sensibilisants cutanés - Catégorie 1 sous-catégorie A;
2090071;MANILLE;C1SCB;Sensibilisants cutanés - Catégorie 1 sous-catégorie B;
2090071;MANILLE;C2;Toxiques pour la reproduction - Catégorie 2;
2090071;MANILLE;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2090071;MANILLE;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2090071;MANILLE;C3;Toxicité spécifique pour certains organes cibles à la suite d'une exposition unique - Catégorie 3 : effets narcotique;
2090071;MANILLE;DA;Mention d'avertissement : Danger;
2160160;NESSIE;C4;Toxicité aiguë par voie orale - Catégorie 4;
2160160;NESSIE;C4;Toxicité aiguë par inhalation - Catégorie 4;
2160160;NESSIE;C1;Lésions oculaires graves et irritation oculaire - Catégorie 1;
2160160;NESSIE;C1;Sensibilisants cutanés - Catégorie 1;
2160160;NESSIE;C1SCA;Sensibilisants cutanés - Catégorie 1 sous-catégorie A;
2160160;NESSIE;C1SCB;Sensibilisants cutanés - Catégorie 1 sous-catégorie B;
2160160;NESSIE;C2;Toxiques pour la reproduction - Catégorie 2;
2160160;NESSIE;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2160160;NESSIE;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2160160;NESSIE;DA;Mention d'avertissement : Danger;
2090069;RAJAH;C1;Danger par aspiration - Catégorie 1;
2090069;RAJAH;C4;Toxicité aiguë par voie orale - Catégorie 4;
2090069;RAJAH;C2;Corrosion cutanée/irritation cutanée - Catégorie 2;
2090069;RAJAH;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
2090069;RAJAH;C1SCB;Sensibilisants cutanés - Catégorie 1 sous-catégorie B;
2090069;RAJAH;C2;Toxiques pour la reproduction - Catégorie 2;
2090069;RAJAH;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2090069;RAJAH;C3;Toxicité spécifique pour certains organes cibles à la suite d'une exposition unique - Catégorie 3 : effets narcotique;
2090069;RAJAH;DA;Mention d'avertissement : Danger;
2160686;TRI-SOIL;SCL;Exempté de classement;
2189996;OIKOS;C1;Sensibilisants cutanés - Catégorie 1;
2189996;OIKOS;C2;Toxiques pour la reproduction - Catégorie 2;
2189996;OIKOS;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2189996;OIKOS;AT;Mention d'avertissement : Attention;
8800488;BANKO 500;C1;Lésions oculaires graves et irritation oculaire - Catégorie 1;
8800488;BANKO 500;C1;Sensibilisants cutanés - Catégorie 1;
8800488;BANKO 500;C2;Cancérogénicité - Catégorie 2;
8800488;BANKO 500;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
8800488;BANKO 500;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
8800488;BANKO 500;C3;Toxicité spécifique pour certains organes cibles à la suite d'une exposition unique - Catégorie 3 : effets narcotique;
8800488;BANKO 500;DA;Mention d'avertissement : Danger;
9800098;GOLTIX 90 ULTRADISPERSIBLE;C4;Toxicité aiguë par voie orale - Catégorie 4;
9800098;GOLTIX 90 ULTRADISPERSIBLE;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
9800098;GOLTIX 90 ULTRADISPERSIBLE;AT;Mention d'avertissement : Attention;
2200753;KRYPT 540;TCC2;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;
2200753;KRYPT 540;AA;Pas de mention d'avertissement;
2200899;ARGOS;C2;Corrosion cutanée/irritation cutanée - Catégorie 2;
2200899;ARGOS;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
2200899;ARGOS;C1;Sensibilisants cutanés - Catégorie 1;
2200899;ARGOS;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2200899;ARGOS;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2200899;ARGOS;C3;Liquides inflammables - Catégorie 3;
2200899;ARGOS;AT;Mention d'avertissement : Attention;
8700746;OCTAVE;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
8700746;OCTAVE;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
7800575;TRADIANET M 400;C4;Toxicité aiguë par voie orale - Catégorie 4;
7800575;TRADIANET M 400;C1;Lésions oculaires graves et irritation oculaire - Catégorie 1;
7800575;TRADIANET M 400;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
7800575;TRADIANET M 400;DA;Mention d'avertissement : Danger;
9400008;ALIOS;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
9400008;ALIOS;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
9400008;ALIOS;AT;Mention d'avertissement : Attention;
8000084;U 46 M BASF;C4;Toxicité aiguë par voie orale - Catégorie 4;
8000084;U 46 M BASF;C1;Lésions oculaires graves et irritation oculaire - Catégorie 1;
8000084;U 46 M BASF;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
8000084;U 46 M BASF;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
8000084;U 46 M BASF;DA;Mention d'avertissement : Danger;
9800474;BOUILLIE BORDELAISE RSR DISPERSS NC;C1;Lésions oculaires graves et irritation oculaire - Catégorie 1;
9800474;BOUILLIE BORDELAISE RSR DISPERSS NC;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
9800474;BOUILLIE BORDELAISE RSR DISPERSS NC;DA;Mention d'avertissement : Danger;
2140147;DELTASTAR;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2140147;DELTASTAR;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2140147;DELTASTAR;AT;Mention d'avertissement : Attention;
2150991;SYNOPSIS;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
2150991;SYNOPSIS;C1;Sensibilisants cutanés - Catégorie 1;
2150991;SYNOPSIS;C1SCA;Sensibilisants cutanés - Catégorie 1 sous-catégorie A;
2150991;SYNOPSIS;C1SCB;Sensibilisants cutanés - Catégorie 1 sous-catégorie B;
2150991;SYNOPSIS;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2150991;SYNOPSIS;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2150991;SYNOPSIS;DA;Mention d'avertissement : Danger;
2190608;SUNFIRE;C4;Toxicité aiguë par voie orale - Catégorie 4;
2190608;SUNFIRE;C2;Toxicité spécifique pour certains organes cibles après une exposition répétée - Catégorie 2;
2190608;SUNFIRE;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2190608;SUNFIRE;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2190608;SUNFIRE;AT;Mention d'avertissement : Attention;
8500174;VERTIMEC;C4;Toxicité aiguë par voie orale - Catégorie 4;
8500174;VERTIMEC;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
8500174;VERTIMEC;C2;Toxicité spécifique pour certains organes cibles après une exposition répétée - Catégorie 2;
8500174;VERTIMEC;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
8500174;VERTIMEC;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
8500174;VERTIMEC;AT;Mention d'avertissement : Attention;
2090118;TROOPER;C1;Danger par aspiration - Catégorie 1;
2090118;TROOPER;C4;Toxicité aiguë par voie orale - Catégorie 4;
2090118;TROOPER;C2;Corrosion cutanée/irritation cutanée - Catégorie 2;
2090118;TROOPER;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2090118;TROOPER;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2090118;TROOPER;DA;Mention d'avertissement : Danger;
2200914;CELADA LB 400;C2;Corrosion cutanée/irritation cutanée - Catégorie 2;
2200914;CELADA LB 400;AT;Mention d'avertissement : Attention;
2050075;PICTOR PRO;TCC2;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;
2050075;PICTOR PRO;AA;Pas de mention d'avertissement;
2110086;MOVENTO;C1SCB;Sensibilisants cutanés - Catégorie 1 sous-catégorie B;
2110086;MOVENTO;C2;Toxiques pour la reproduction - Catégorie 2;
2110086;MOVENTO;TCC2;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;
2110086;MOVENTO;AT;Mention d'avertissement : Attention;
2190613;AWARD;C1;Sensibilisants cutanés - Catégorie 1;
2190613;AWARD;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2190613;AWARD;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2190613;AWARD;AT;Mention d'avertissement : Attention;
2210203;BASAR;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
2210203;BASAR;C1;Sensibilisants cutanés - Catégorie 1;
2210203;BASAR;C1SCA;Sensibilisants cutanés - Catégorie 1 sous-catégorie A;
2210203;BASAR;C1SCB;Sensibilisants cutanés - Catégorie 1 sous-catégorie B;
2210203;BASAR;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2210203;BASAR;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2210203;BASAR;DA;Mention d'avertissement : Danger;
2190722;CHANON;C2;Cancérogénicité - Catégorie 2;
2190722;CHANON;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2190722;CHANON;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2190722;CHANON;AT;Mention d'avertissement : Attention;
2150786;SHARPEN 33% EC;C1;Danger par aspiration - Catégorie 1;
2150786;SHARPEN 33% EC;C4;Toxicité aiguë par voie orale - Catégorie 4;
2150786;SHARPEN 33% EC;C2;Corrosion cutanée/irritation cutanée - Catégorie 2;
2150786;SHARPEN 33% EC;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
2150786;SHARPEN 33% EC;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2150786;SHARPEN 33% EC;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2150786;SHARPEN 33% EC;DA;Mention d'avertissement : Danger;
2200839;PROFI AZ 250 SC;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2200839;PROFI AZ 250 SC;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2200839;PROFI AZ 250 SC;AT;Mention d'avertissement : Attention;
2190907;METFIN 90;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
2190907;METFIN 90;C2;Toxiques pour la reproduction - Catégorie 2;
2190907;METFIN 90;C2;Toxicité spécifique pour certains organes cibles après une exposition répétée - Catégorie 2;
2190907;METFIN 90;TCC2;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;
2190907;METFIN 90;AT;Mention d'avertissement : Attention;
5500179;TROPOTONE;C4;Toxicité aiguë par voie orale - Catégorie 4;
5500179;TROPOTONE;C2;Corrosion cutanée/irritation cutanée - Catégorie 2;
5500179;TROPOTONE;C1;Lésions oculaires graves et irritation oculaire - Catégorie 1;
5500179;TROPOTONE;TCC2;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;
5500179;TROPOTONE;DA;Mention d'avertissement : Danger;
2130152;LUNA SENSATION;C4;Toxicité aiguë par voie orale - Catégorie 4;
2130152;LUNA SENSATION;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2130152;LUNA SENSATION;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2130152;LUNA SENSATION;AT;Mention d'avertissement : Attention;
2200059;LIMOCIDE J;C4;Toxicité aiguë par inhalation - Catégorie 4;
2200059;LIMOCIDE J;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
2200059;LIMOCIDE J;TCC2;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;
2200059;LIMOCIDE J;AT;Mention d'avertissement : Attention;
2030404;BAROUD SC;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2030404;BAROUD SC;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2030404;BAROUD SC;AT;Mention d'avertissement : Attention;
8900564;MAVRIK FLO;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
8900564;MAVRIK FLO;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
8900564;MAVRIK FLO;AT;Mention d'avertissement : Attention;
2160713;RADIANT;C2;Toxiques pour la reproduction - Catégorie 2;
2160713;RADIANT;C2;Toxicité spécifique pour certains organes cibles après une exposition répétée - Catégorie 2;
2160713;RADIANT;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2160713;RADIANT;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2160713;RADIANT;AT;Mention d'avertissement : Attention;
2140082;TRIMAXX;C2;Corrosion cutanée/irritation cutanée - Catégorie 2;
2140082;TRIMAXX;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
2140082;TRIMAXX;C1;Sensibilisants cutanés - Catégorie 1;
2140082;TRIMAXX;TCC3;Dangers pour le milieu aquatique - Danger chronique, catégorie 3;
2140082;TRIMAXX;AT;Mention d'avertissement : Attention;
2210387;BELVINE;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
2210387;BELVINE;C1;Sensibilisants cutanés - Catégorie 1;
2210387;BELVINE;TCC2;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;
2210387;BELVINE;C1;Sensibilisants respiratoires - Catégorie 1;
2210387;BELVINE;DA;Mention d'avertissement : Danger;
9400463;KEMIFAM FLOW;C1SCB;Sensibilisants cutanés - Catégorie 1 sous-catégorie B;
9400463;KEMIFAM FLOW;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
9400463;KEMIFAM FLOW;AT;Mention d'avertissement : Attention;
2200844;BETAGRI XD;C1;Sensibilisants cutanés - Catégorie 1;
2200844;BETAGRI XD;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2200844;BETAGRI XD;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2200844;BETAGRI XD;AT;Mention d'avertissement : Attention;
2150011;HORIZON JARDIN;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2150011;HORIZON JARDIN;AT;Mention d'avertissement : Attention;
2210568;ZOOM;C4;Toxicité aiguë par inhalation - Catégorie 4;
2210568;ZOOM;C2;Corrosion cutanée/irritation cutanée - Catégorie 2;
2210568;ZOOM;C1;Lésions oculaires graves et irritation oculaire - Catégorie 1;
2210568;ZOOM;C1;Sensibilisants cutanés - Catégorie 1;
2210568;ZOOM;TCC2;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;
2210568;ZOOM;C3;Toxicité spécifique pour certains organes cibles à la suite d'une exposition unique - Catégorie 3 : irritation des voies respiratoires;
2210568;ZOOM;Effets allaitement;Toxiques pour la reproduction - Effets sur ou via l'allaitement;
2210568;ZOOM;DA;Mention d'avertissement : Danger;
2210036;BODY;C2;Cancérogénicité - Catégorie 2;
2210036;BODY;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2210036;BODY;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2140156;ARIANE NEW;C1;Danger par aspiration - Catégorie 1;
2140156;ARIANE NEW;C2;Corrosion cutanée/irritation cutanée - Catégorie 2;
2140156;ARIANE NEW;C1;Sensibilisants cutanés - Catégorie 1;
2140156;ARIANE NEW;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2140156;ARIANE NEW;DA;Mention d'avertissement : Danger;
9000184;BOFIX;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
9000184;BOFIX;C1SCB;Sensibilisants cutanés - Catégorie 1 sous-catégorie B;
9000184;BOFIX;TCC2;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;
9000184;BOFIX;AT;Mention d'avertissement : Attention;
2090170;KOCIDE OPTI;C4;Toxicité aiguë par voie orale - Catégorie 4;
2090170;KOCIDE OPTI;C4;Toxicité aiguë par inhalation - Catégorie 4;
2090170;KOCIDE OPTI;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
2090170;KOCIDE OPTI;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2090170;KOCIDE OPTI;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2090170;KOCIDE OPTI;AT;Mention d'avertissement : Attention;
2060194;FORCE 1,5 G;C4;Toxicité aiguë par inhalation - Catégorie 4;
2060194;FORCE 1,5 G;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2060194;FORCE 1,5 G;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2060194;FORCE 1,5 G;AT;Mention d'avertissement : Attention;
2200038;TEFLIX;C4;Toxicité aiguë par inhalation - Catégorie 4;
2200038;TEFLIX;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2200038;TEFLIX;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2200038;TEFLIX;AT;Mention d'avertissement : Attention;
2160408;KRUGA;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
2160408;KRUGA;TCC2;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;
2170455;BEFLEX;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2170455;BEFLEX;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2170455;BEFLEX;AT;Mention d'avertissement : Attention;
9600398;ALLIAGE;C2;Cancérogénicité - Catégorie 2;
9600398;ALLIAGE;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
9600398;ALLIAGE;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
9600398;ALLIAGE;AT;Mention d'avertissement : Attention;
2040109;MILLENIUM OPTI;C1;Sensibilisants cutanés - Catégorie 1;
2040109;MILLENIUM OPTI;C1SCA;Sensibilisants cutanés - Catégorie 1 sous-catégorie A;
2040109;MILLENIUM OPTI;C1SCB;Sensibilisants cutanés - Catégorie 1 sous-catégorie B;
2040109;MILLENIUM OPTI;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2040109;MILLENIUM OPTI;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2040109;MILLENIUM OPTI;DA;Mention d'avertissement : Danger;
9800555;ASTEROIDE;TCC4;Dangers pour le milieu aquatique - Danger chronique, catégorie 4;
9800555;ASTEROIDE;AA;Pas de mention d'avertissement;
9400536;BELCOCEL;C3;Toxicité aiguë par voie orale - Catégorie 3;
9400536;BELCOCEL;TCC3;Dangers pour le milieu aquatique - Danger chronique, catégorie 3;
9400536;BELCOCEL;C1;Substances et mélanges corrosifs pour les métaux - Catégorie 1;
9400536;BELCOCEL;AT;Mention d'avertissement : Attention;
9400536;BELCOCEL;DA;Mention d'avertissement : Danger;
2150215;BELURE-T;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2150215;BELURE-T;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2150215;BELURE-T;AT;Mention d'avertissement : Attention;
2070221;RAPSAN TDI;C1;Sensibilisants cutanés - Catégorie 1;
2070221;RAPSAN TDI;C2;Cancérogénicité - Catégorie 2;
2070221;RAPSAN TDI;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2070221;RAPSAN TDI;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2070221;RAPSAN TDI;AT;Mention d'avertissement : Attention;
2171251;RINIDI WG;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
2171251;RINIDI WG;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2171251;RINIDI WG;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2171251;RINIDI WG;AT;Mention d'avertissement : Attention;
2171251;RINIDI WG;AT;Mention d'avertissement : Attention;
2171143;FLUAZINOVA;C1SCB;Sensibilisants cutanés - Catégorie 1 sous-catégorie B;
2171143;FLUAZINOVA;C2;Toxiques pour la reproduction - Catégorie 2;
2171143;FLUAZINOVA;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2171143;FLUAZINOVA;AT;Mention d'avertissement : Attention;
2080113;GLYFOS DAKAR;TCC2;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;
2080113;GLYFOS DAKAR;AA;Pas de mention d'avertissement;
2200317;DAVAI;C4;Toxicité aiguë par inhalation - Catégorie 4;
2200317;DAVAI;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
2200317;DAVAI;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2200317;DAVAI;AT;Mention d'avertissement : Attention;
2200317;DAVAI;AT;Mention d'avertissement : Attention;
2200039;BOTANIGARD OD;C1;Danger par aspiration - Catégorie 1;
2200039;BOTANIGARD OD;DA;Mention d'avertissement : Danger;
2200775;PROFI DIFENO 250 EC;C1;Danger par aspiration - Catégorie 1;
2200775;PROFI DIFENO 250 EC;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
2200775;PROFI DIFENO 250 EC;C2;Toxicité spécifique pour certains organes cibles après une exposition répétée - Catégorie 2;
2200775;PROFI DIFENO 250 EC;TCC2;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;
2200775;PROFI DIFENO 250 EC;DA;Mention d'avertissement : Danger;
2170238;MESOIODOSTAR 30 WG;C1;Lésions oculaires graves et irritation oculaire - Catégorie 1;
2170238;MESOIODOSTAR 30 WG;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2170238;MESOIODOSTAR 30 WG;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2170238;MESOIODOSTAR 30 WG;DA;Mention d'avertissement : Danger;
2180807;MERKUR;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2180807;MERKUR;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2180807;MERKUR;AT;Mention d'avertissement : Attention;
2160839;MELUCINE 25SC;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2160839;MELUCINE 25SC;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2160839;MELUCINE 25SC;AT;Mention d'avertissement : Attention;
2170933;MEDAX MAX;TCC2;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;
2170933;MEDAX MAX;AA;Pas de mention d'avertissement;
2140199;PACIFICA XPERT;C1;Lésions oculaires graves et irritation oculaire - Catégorie 1;
2140199;PACIFICA XPERT;C1;Sensibilisants cutanés - Catégorie 1;
2140199;PACIFICA XPERT;C1SCA;Sensibilisants cutanés - Catégorie 1 sous-catégorie A;
2140199;PACIFICA XPERT;C1SCB;Sensibilisants cutanés - Catégorie 1 sous-catégorie B;
2140199;PACIFICA XPERT;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2140199;PACIFICA XPERT;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2140199;PACIFICA XPERT;DA;Mention d'avertissement : Danger;
2190686;REVYSTAR XL;C4;Toxicité aiguë par voie orale - Catégorie 4;
2190686;REVYSTAR XL;C4;Toxicité aiguë par inhalation - Catégorie 4;
2190686;REVYSTAR XL;C2;Corrosion cutanée/irritation cutanée - Catégorie 2;
2190686;REVYSTAR XL;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
2190686;REVYSTAR XL;C1;Sensibilisants cutanés - Catégorie 1;
2190686;REVYSTAR XL;TCC2;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;
2190686;REVYSTAR XL;C3;Toxicité spécifique pour certains organes cibles à la suite d'une exposition unique - Catégorie 3 : irritation des voies respiratoires;
2190686;REVYSTAR XL;Effets allaitement;Toxiques pour la reproduction - Effets sur ou via l'allaitement;
2190686;REVYSTAR XL;AT;Mention d'avertissement : Attention;
2190509;REVYSTAR;C4;Toxicité aiguë par inhalation - Catégorie 4;
2190509;REVYSTAR;C2;Corrosion cutanée/irritation cutanée - Catégorie 2;
